Id truck;Id stack;Stack code;X origin;Y origin;Z origin;X extremity;Y extremity;Z extremity
P170345601;P170345601_1;A;0;0;0;1000;1200;2835
P170345601;P170345601_2;B;0;1240;0;1000;2440;2835
P170345601;P170345601_3;C;1000;1240;0;2000;2440;2835
P170345601;P170345601_4;D;1000;0;0;2000;1200;2835
P170345601;P170345601_5;E;2000;0;0;3000;1200;2835
P170345601;P170345601_6;F;3000;0;0;4675;2400;2355
P170345601;P170345601_7;G;4675;0;0;6350;2400;2355
P170345601;P170345601_8;H;6350;0;0;8025;2400;2355
P170345601;P170345601_9;I;8025;0;0;9700;2400;2355
P170345601;P170345601_10;J;9700;0;0;11375;2400;2355
P170345601;P170345601_11;K;11375;0;0;13050;2400;2355
