Id truck;Id stack;Stack code;X origin;Y origin;Z origin;X extremity;Y extremity;Z extremity
P192065807;P192065807_1;A;0;0;0;1600;1200;2865
P192065807;P192065807_2;B;0;1200;0;1209;2207;2925
P192065807;P192065807_3;C;1209;1200;0;2209;2400;2835
P192065807;P192065807_4;D;1600;0;0;3200;1200;2865
P192065807;P192065807_5;E;2209;1200;0;3418;2207;2200
P192065807;P192065807_6;F;3418;0;0;5518;2400;2935
P192065807;P192065807_7;G;5518;0;0;7618;2400;2935
P192065807;P192065807_8;H;7618;0;0;9718;2400;2935
P192065807;P192065807_9;I;9718;0;0;11318;1200;2865
P192065807;P192065807_10;J;9718;1200;0;11318;2400;2865
P192065807;P192065807_11;K;11318;0;0;13418;2400;2935
