Supplier code;Supplier loading order;Supplier dock;Supplier dock loading order;Plant code;Plant dock;Plant dock loading order;Product code;Arrival time;Id truck;Length;Width;Height;Max weight;Stack with multiple docks;Max density;Max weight on the bottom item in stacks;Cost;EMmm;EMmr;CM;CJfm;CJfc;CJfh;EM;EJhr;EJcr;EJeh
0029908700;1;;1;0090018000;X4;1;864304007R;202308210740;P233730401;14940;2500;2950;24000;0;1500;100000;1500;11500;31500;7808,000;3800;1040;3330;7300,000;7630;2350;1670
0029908700;1;;1;0090018000;X4;1;864300348R;202308210740;P233730401;14940;2500;2950;24000;0;1500;100000;1500;11500;31500;7808,000;3800;1040;3330;7300,000;7630;2350;1670
0029908700;1;;1;0090018000;X4;1;883054589R;202308210740;P233730401;14940;2500;2950;24000;0;1500;100000;1500;11500;31500;7808,000;3800;1040;3330;7300,000;7630;2350;1670
0029908700;1;;1;0090018000;X4;1;873701312R;202308210740;P233730401;14940;2500;2950;24000;0;1500;750;1500;11500;31500;7808,000;3800;1040;3330;7300,000;7630;2350;1670
0029908700;1;;1;0090018000;X4;1;876612821R;202308210740;P233730401;14940;2500;2950;24000;0;1500;100000;1500;11500;31500;7808,000;3800;1040;3330;7300,000;7630;2350;1670
0029908700;1;;1;0090018000;X4;1;886055930R;202308210740;P233730401;14940;2500;2950;24000;0;1500;100000;1500;11500;31500;7808,000;3800;1040;3330;7300,000;7630;2350;1670
0029908700;1;;1;0090018000;X4;1;864300394R;202308210740;P233730401;14940;2500;2950;24000;0;1500;100000;1500;11500;31500;7808,000;3800;1040;3330;7300,000;7630;2350;1670
0029908700;1;;1;0090018000;X4;1;873123547R;202308210740;P233730401;14940;2500;2950;24000;0;1500;100000;1500;11500;31500;7808,000;3800;1040;3330;7300,000;7630;2350;1670
0029908700;1;;1;0090018000;X4;1;876118373R;202308210740;P233730401;14940;2500;2950;24000;0;1500;100000;1500;11500;31500;7808,000;3800;1040;3330;7300,000;7630;2350;1670
0029908700;1;;1;0090018000;X4;1;873620570R;202308210740;P233730401;14940;2500;2950;24000;0;1500;100000;1500;11500;31500;7808,000;3800;1040;3330;7300,000;7630;2350;1670
