Item ident;Id truck;Id stack;Item code;X origin;Y origin; Z origin; X extremity; Y extremity; Z extremity
0090016200_14062023009856;P206037103;P206037103_1;A1;0;0;0 ;1000 ;1200 ;975
0090016200_14062023009856;P206037103;P206037103_1;A2;0;0;975 ;1000 ;1200 ;1905
0090016200_14062023009856;P206037103;P206037103_1;A3;0;0;1905 ;1000 ;1200 ;2835
0090016200_14062023009856;P206037103;P206037103_2;B1;0;1240;0 ;1000 ;2440 ;975
0090016200_14062023009856;P206037103;P206037103_2;B2;0;1240;975 ;1000 ;2440 ;1905
0090016200_14062023009856;P206037103;P206037103_2;B3;0;1240;1905 ;1000 ;2440 ;2835
0090016200_14062023009856;P206037103;P206037103_3;C1;1000;1240;0 ;2000 ;2440 ;975
0090016200_14062023009856;P206037103;P206037103_3;C2;1000;1240;975 ;2000 ;2440 ;1905
0090016200_14062023010044;P206037103;P206037103_3;C3;1000;1240;1905 ;2000 ;2440 ;2835
0090016200_14062023020994;P206037103;P206037103_4;D1;1000;0;0 ;2600 ;1200 ;930
0090016200_14062023020994;P206037103;P206037103_4;D2;1000;0;930 ;2600 ;1200 ;1815
0090016200_14062023020994;P206037103;P206037103_4;D3;1000;0;1815 ;2600 ;1200 ;2700
0090016200_14062023010044;P206037103;P206037103_5;E1;2000;1240;0 ;3000 ;2440 ;975
0090016200_14062023010044;P206037103;P206037103_5;E2;2000;1240;975 ;3000 ;2440 ;1905
0090016200_14062023010044;P206037103;P206037103_5;E3;2000;1240;1905 ;3000 ;2440 ;2835
0090016200_14062023010044;P206037103;P206037103_6;F1;2600;0;0 ;3600 ;1200 ;975
0090016200_14062023010044;P206037103;P206037103_6;F2;2600;0;975 ;3600 ;1200 ;1905
0090016200_14062023010044;P206037103;P206037103_6;F3;2600;0;1905 ;3600 ;1200 ;2835
0090016200_14062023031157;P206037103;P206037103_7;G1;3000;1240;0 ;4000 ;2440 ;975
0090016200_14062023010044;P206037103;P206037103_7;G2;3000;1240;975 ;4000 ;2440 ;1905
0090016200_14062023031157;P206037103;P206037103_7;G3;3000;1240;1905 ;4000 ;2440 ;2835
0090016200_14062023017836;P206037103;P206037103_8;H1;3600;0;0 ;5200 ;1200 ;930
0090016200_14062023017836;P206037103;P206037103_8;H2;3600;0;930 ;5200 ;1200 ;1815
0090016200_14062023017836;P206037103;P206037103_8;H3;3600;0;1815 ;5200 ;1200 ;2700
0090016200_14062023033609;P206037103;P206037103_9;I1;4000;1240;0 ;5600 ;2440 ;930
0090016200_14062023017836;P206037103;P206037103_9;I2;4000;1240;930 ;5600 ;2440 ;1815
0090016200_14062023033609;P206037103;P206037103_9;I3;4000;1240;1815 ;5600 ;2440 ;2700
0090016200_14062023021156;P206037103;P206037103_10;J1;5200;0;0 ;6800 ;1200 ;930
0090016200_14062023021156;P206037103;P206037103_10;J2;5200;0;930 ;6800 ;1200 ;1815
0090016200_14062023021156;P206037103;P206037103_10;J3;5200;0;1815 ;6800 ;1200 ;2700
