Supplier code;Supplier loading order;Supplier dock;Supplier dock loading order;Plant code;Plant dock;Plant dock loading order;Product code;Arrival time;Id truck;Length;Width;Height;Max weight;Stack with multiple docks;Max density;Max weight on the bottom item in stacks;Cost;EMmm;EMmr;CM;CJfm;CJfc;CJfh;EM;EJhr;EJcr;EJeh
0090038300;1;383E2A;1;0090038200;GT;1;821522950R;202307291615;P210390025;13500;2440;3000;25000;0;1500;100000;1500;11500;31500;7808,000;3800;1040;3330;7300,000;7630;2350;1670
0090038300;1;383E2A;1;0090038200;GT;1;765169550R;202307291615;P210390025;13500;2440;3000;25000;0;1500;100000;1500;11500;31500;7808,000;3800;1040;3330;7300,000;7630;2350;1670
0090038300;1;383E2A;1;0090038200;GT;1;751702621R;202307291615;P210390025;13500;2440;3000;25000;0;1500;100000;1500;11500;31500;7808,000;3800;1040;3330;7300,000;7630;2350;1670
0090038300;1;383E2A;1;0090038200;GT;1;802267684R;202307291615;P210390025;13500;2440;3000;25000;0;1500;100000;1500;11500;31500;7808,000;3800;1040;3330;7300,000;7630;2350;1670
0090038300;1;383E2A;1;0090038200;GT;1;745126340R;202307291615;P210390025;13500;2440;3000;25000;0;1500;100000;1500;11500;31500;7808,000;3800;1040;3330;7300,000;7630;2350;1670
0090038300;1;383E2A;1;0090038200;GT;1;901521122R;202307291615;P210390025;13500;2440;3000;25000;0;1500;100000;1500;11500;31500;7808,000;3800;1040;3330;7300,000;7630;2350;1670
0090038300;1;383E2A;1;0090038200;GT;1;801279322R;202307291615;P210390025;13500;2440;3000;25000;0;1500;100000;1500;11500;31500;7808,000;3800;1040;3330;7300,000;7630;2350;1670
0090038300;1;383E2A;1;0090038200;GT;1;760123306R;202307291615;P210390025;13500;2440;3000;25000;0;1500;100000;1500;11500;31500;7808,000;3800;1040;3330;7300,000;7630;2350;1670
0090038300;1;383E2A;1;0090038200;GT;1;901225568R;202307291615;P210390025;13500;2440;3000;25000;0;1500;100000;1500;11500;31500;7808,000;3800;1040;3330;7300,000;7630;2350;1670
0090038300;1;383E2A;1;0090038200;GT;1;766332454R;202307291615;P210390025;13500;2440;3000;25000;0;1500;100000;1500;11500;31500;7808,000;3800;1040;3330;7300,000;7630;2350;1670
0090038300;1;383E2A;1;0090038200;GT;1;731124887R;202307291615;P210390025;13500;2440;3000;25000;0;1500;100000;1500;11500;31500;7808,000;3800;1040;3330;7300,000;7630;2350;1670
0090038300;1;383E2A;1;0090038200;GT;1;760233708R;202307291615;P210390025;13500;2440;3000;25000;0;1500;100000;1500;11500;31500;7808,000;3800;1040;3330;7300,000;7630;2350;1670
0090038300;1;383E2A;1;0090038200;GT;1;631002288R;202307291615;P210390025;13500;2440;3000;25000;0;1500;100000;1500;11500;31500;7808,000;3800;1040;3330;7300,000;7630;2350;1670
