Id truck; Id stack; Stack code; X origin; Y origin; Z origin; X extremity; Y extremity; Z extremity
P234031511;P234031511_1;A;0;0;0;1007;1209;2920
P234031511;P234031511_2;B;0;1240;0;1600;2440;2910
P234031511;P234031511_3;C;1007;0;0;2307;1200;2955
P234031511;P234031511_4;D;1600;1231;0;2607;2440;2920
P234031511;P234031511_5;E;2307;0;0;3907;1200;2700
P234031511;P234031511_6;F;2607;1240;0;4207;2440;2700
P234031511;P234031511_7;G;3907;0;0;5507;1200;2700
P234031511;P234031511_8;H;4207;1240;0;5807;2440;2700
P234031511;P234031511_9;I;5507;0;0;7107;1200;2700
P234031511;P234031511_10;J;5807;1240;0;7407;2440;2700
P234031511;P234031511_11;K;7107;0;0;8707;1200;2700
P234031511;P234031511_12;L;7407;1240;0;9007;2440;2700
P234031511;P234031511_13;M;8707;0;0;10307;1200;2700
P234031511;P234031511_14;N;9007;1240;0;10607;2440;2700
P234031511;P234031511_15;O;10307;0;0;11907;1200;2700
P234031511;P234031511_16;P;10607;1240;0;12207;2440;2700
P234031511;P234031511_17;Q;11907;0;0;12914;1209;2920
P234031511;P234031511_18;R;12207;1231;0;13214;2440;2920
