Item ident;Supplier code;Supplier dock;Plant code;Plant dock;Product code;Package code;Number of items;Length;Width;Height;Weight;Nesting height;Stackability code;Forced orientation;Earliest arrival time;Latest arrival time;Inventory cost;Max stackability
0090016900_14062023000953;0000679301;;0090016900;169GB-20;651006069R;MTEM--5403;1;1200;1200;2200;316,180;45;GERB--0041_1200_1200;none;202307030000;202307041935;4;100
0090016900_14062023008007;0000679301;;0090016900;169GB-20;901007631R;MTEM--4631;1;2400;1200;2460;725,512;45;GERB--0059_2400_1200;none;202307030000;202307041750;15;100
0090016900_14062023008194;0000679301;;0090016900;169GB-20;901007631R;MTEM--4631;2;2400;1200;2460;725,512;45;GERB--0059_2400_1200;none;202307030000;202307041635;15;100
0090016900_14062023008458;0000679301;;0090016900;169GB-20;8200730238;SLI---0130;1;800;600;560;186,800;42;GERB--0588_800_600;none;202307030000;202307050750;11;100
0090016900_14062023014420;0000679301;;0090016900;169GB-20;901007631R;MTEM--4631;1;2400;1200;2460;725,512;45;GERB--0059_2400_1200;none;202307030000;202307041610;15;100
0090016900_14062023015595;0000679301;;0090016900;169GB-20;651006069R;MTEM--5403;1;1200;1200;2200;316,180;45;GERB--0041_1200_1200;none;202307030000;202307051520;4;100
0090016900_14062023031711;0000679301;;0090016900;169GB-20;821005569R;MTEM--4633;2;1800;1200;2340;530,296;45;GERB--0088_1800_1200;none;202307030000;202307042210;11;100
0090016900_14062023033842;0000679301;;0090016900;169GB-20;901007631R;MTEM--4631;2;2400;1200;2460;725,512;45;GERB--0059_2400_1200;none;202307030000;202307042000;15;100
0090016900_14062023039758;0000679301;;0090016900;169GB-20;821009831R;MTEM--4633;2;1800;1200;2340;551,344;45;GERB--0088_1800_1200;none;202307030000;202307041750;10;100
0090016900_14062023041650;0000679301;;0090016900;169GB-20;901007631R;MTEM--4631;1;2400;1200;2460;725,512;45;GERB--0059_2400_1200;none;202307030000;202307042125;15;100
