Id truck;Id stack;Stack code;X origin;Y origin;Z origin;X extremity;Y extremity;Z extremity
P170069119;P170069119_1;A;0;0;0;2000;1200;2875
P170069119;P170069119_2;B;0;1200;0;2000;2400;2875
P170069119;P170069119_3;C;2000;40;0;4000;1240;2875
P170069119;P170069119_4;D;2000;1240;0;4000;2440;2875
P170069119;P170069119_5;E;4000;0;0;5200;2400;2460
P170069119;P170069119_6;F;5200;0;0;7200;1200;2875
P170069119;P170069119_7;G;5200;1240;0;7200;2440;2875
P170069119;P170069119_8;H;7200;440;0;8400;2440;2875
P170069119;P170069119_9;I;8400;0;0;10400;1200;2875
P170069119;P170069119_10;J;8400;1200;0;10800;2400;2460
P170069119;P170069119_11;K;10800;40;0;12800;1240;2875
P170069119;P170069119_12;L;10800;1240;0;12800;2440;2875
