Id truck;Id stack;Stack code;X origin;Y origin;Z origin;X extremity;Y extremity;Z extremity
P199065813;P199065813_1;A;0;0;0;1209;1007;2925
P199065813;P199065813_2;B;0;1240;0;1000;2440;2835
P199065813;P199065813_3;C;1000;1200;0;2209;2207;1475
P199065813;P199065813_4;D;1209;0;0;2809;1200;2865
P199065813;P199065813_5;E;2209;1240;0;3209;2440;2610
P199065813;P199065813_6;F;3209;0;0;5309;2400;2935
P199065813;P199065813_7;G;5309;0;0;7409;2400;2935
P199065813;P199065813_8;H;7409;0;0;9509;2400;2935
P199065813;P199065813_9;I;9509;0;0;11609;2400;2935
P199065813;P199065813_10;J;11609;0;0;13209;1200;2865
P199065813;P199065813_11;K;11609;1200;0;13209;2400;1455
