Id truck;Id stack;Stack code;X origin;Y origin;Z origin;X extremity;Y extremity;Z extremity
P199069115;P199069115_1;A;0;0;0;1800;1200;2340
P199069115;P199069115_2;B;0;1200;0;1800;2400;2340
P199069115;P199069115_3;C;1800;0;0;3600;1200;2340
P199069115;P199069115_4;D;1800;1200;0;3600;2400;2340
P199069115;P199069115_5;E;3600;0;0;4800;2400;2460
P199069115;P199069115_6;F;4800;0;0;6600;1200;2340
P199069115;P199069115_7;G;4800;1200;0;7200;2400;2460
P199069115;P199069115_8;H;6600;0;0;8400;1200;2340
P199069115;P199069115_9;I;7200;1200;0;9000;2400;2340
P199069115;P199069115_10;J;8400;0;0;10800;1200;2460
P199069115;P199069115_11;K;9000;1200;0;10800;2400;2340
P199069115;P199069115_12;L;10800;0;0;12000;1800;2340
P199069115;P199069115_13;M;12000;0;0;13200;2400;2460
