Id truck;Id stack;Stack code;X origin;Y origin;Z origin;X extremity;Y extremity;Z extremity
P192050601;P192050601_1;A;0;0;0;1000;1200;2835
P192050601;P192050601_2;B;0;1200;0;1200;2200;2790
P192050601;P192050601_3;C;1200;0;0;2400;1800;2055
P192050601;P192050601_4;D;2400;0;0;3600;1000;2835
P192050601;P192050601_5;E;2400;1430;0;3606;2440;2270
P192050601;P192050601_6;F;3600;0;0;4600;1200;2835
P192050601;P192050601_7;G;3606;1440;0;4806;2440;2835
P192050601;P192050601_8;H;4600;0;0;5800;1000;2790
P192050601;P192050601_9;I;4806;1000;0;5806;2200;2745
P192050601;P192050601_10;J;5806;0;0;7006;1000;2835
P192050601;P192050601_11;K;5806;1240;0;6806;2440;2790
P192050601;P192050601_12;L;6806;1440;0;8006;2440;2835
P192050601;P192050601_13;M;7006;0;0;8206;1000;2835
P192050601;P192050601_14;N;8006;1206;0;9206;2206;2790
P192050601;P192050601_15;O;8206;0;0;9206;1200;2790
P192050601;P192050601_16;P;9206;0;0;10216;1206;2170
P192050601;P192050601_17;Q;9206;1240;0;10206;2440;2835
P192050601;P192050601_18;R;10216;200;0;11416;1200;2835
P192050601;P192050601_19;S;11416;0;0;12416;1200;2835
P192050601;P192050601_20;T;11416;1200;0;12416;2400;2790
P192050601;P192050601_21;U;12416;0;0;13416;1200;2835
P192050601;P192050601_22;V;12416;1240;0;13416;2440;2790
