Id truck; Id stack; Stack code; X origin; Y origin; Z origin; X extremity; Y extremity; Z extremity
P187227601;P187227601_1;A;0;0;0;1000;1200;2385
P187227601;P187227601_2;B;0;1240;0;1000;2440;2160
P187227601;P187227601_3;C;1000;1640;0;1600;2440;2632
P187227601;P187227601_4;D;1000;0;0;1600;800;2632
P187227601;P187227601_5;E;1000;800;0;1600;1600;2114
P187227601;P187227601_6;F;1600;0;0;2200;800;2114
P187227601;P187227601_7;G;1600;800;0;2170;1580;1340
P187227601;P187227601_8;H;1600;1640;0;2200;2440;1596
P187227601;P187227601_9;I;2170;800;0;2740;1580;1340
P187227601;P187227601_10;J;2200;0;0;2800;800;1078
P187227601;P187227601_11;K;2200;1640;0;2800;2440;560
P187227601;P187227601_12;L;2740;800;0;3310;1580;909
P187227601;P187227601_13;M;2800;0;0;3400;800;2632
P187227601;P187227601_14;N;2800;1640;0;3400;2440;560
P187227601;P187227601_15;O;3310;800;0;3910;1600;1596
P187227601;P187227601_16;P;3400;0;0;3970;780;1340
P187227601;P187227601_17;Q;3400;1640;0;4000;2440;1596
P187227601;P187227601_18;R;3910;840;0;4510;1640;1596
P187227601;P187227601_19;S;3970;0;0;4570;800;2114
P187227601;P187227601_20;T;4000;1660;0;4570;2440;1340
P187227601;P187227601_21;U;4510;800;0;5110;1600;1596
P187227601;P187227601_22;V;4570;0;0;5140;780;1340
P187227601;P187227601_23;W;4570;1640;0;5170;2440;1596
P187227601;P187227601_24;X;5110;840;0;5710;1640;1078
P187227601;P187227601_25;Y;5140;0;0;5740;800;1596
P187227601;P187227601_26;Z;5170;1640;0;5770;2440;1596
P187227601;P187227601_27;AA;5710;800;0;6280;1580;478
P187227601;P187227601_28;AB;5740;0;0;6310;780;478
P187227601;P187227601_29;AC;6280;1240;0;7280;2440;2835
P187227601;P187227601_30;AD;6310;0;0;7310;1200;2835
P187227601;P187227601_31;AE;7280;1240;0;8280;2440;2835
P187227601;P187227601_32;AF;7310;0;0;8320;1206;2725
P187227601;P187227601_33;AG;8280;1240;0;9880;2440;750
P187227601;P187227601_34;AH;8320;0;0;9320;1200;2610
P187227601;P187227601_35;AI;9320;0;0;10320;1200;1905
P187227601;P187227601_36;AJ;9880;1240;0;10880;2440;1680
P187227601;P187227601_37;AK;10320;0;0;11320;1200;2385
P187227601;P187227601_38;AL;10880;1240;0;11880;2440;2865
P187227601;P187227601_39;AM;11320;0;0;12320;1200;2610
P187227601;P187227601_40;AN;11880;1240;0;12880;2440;2865
P187227601;P187227601_41;AO;12320;0;0;13320;1200;2865
