Id truck;Id stack;Stack code;X origin;Y origin;Z origin;X extremity;Y extremity;Z extremity
P186039401;P186039401_1;A;0;0;0;1675;1200;2855
P186039401;P186039401_2;B;0;1240;0;1675;2440;2855
P186039401;P186039401_3;C;1675;40;0;3350;1240;2855
P186039401;P186039401_4;D;1675;1240;0;3350;2440;2855
P186039401;P186039401_5;E;3350;40;0;5025;1240;2855
P186039401;P186039401_6;F;3350;1240;0;5025;2440;2855
P186039401;P186039401_7;G;5025;6;0;6700;1206;2855
P186039401;P186039401_8;H;5025;1240;0;6700;2440;2855
P186039401;P186039401_9;I;6700;0;0;8375;1200;2855
P186039401;P186039401_10;J;6700;1430;0;7906;2440;2782
P186039401;P186039401_11;K;7906;1240;0;9581;2440;2855
P186039401;P186039401_12;L;8375;0;0;10050;1200;2855
P186039401;P186039401_13;M;9581;1240;0;11256;2440;2855
P186039401;P186039401_14;N;10050;0;0;11725;1200;2855
P186039401;P186039401_15;O;11256;1200;0;12931;2400;2855
P186039401;P186039401_16;P;11725;0;0;13400;1200;2855
