Item ident;Supplier code;Supplier dock;Plant code;Plant dock;Product code;Package code;Number of items;Length;Width;Height;Weight;Nesting height;Stackability code;Forced orientation;Earliest arrival time;Latest arrival time;Inventory cost;Max stackability
0090016200_08062023000219;0025050301;;0090016200;G034E;410005038R;SLI---0770;5;1200;1000;975;1046,952;45;GERB--1213_1200_1000;none;202307030000;202307171415;37;100
0090016200_08062023001607;0025050301;;0090016200;G034E;410009203R;SLI---0770;4;1200;1000;975;935,496;45;GERB--1213_1200_1000;none;202307030000;202307171415;34;100
0090016200_08062023003183;0000923613;;0090016200;G034E;204484733R;SLI---0770;1;1200;1000;975;237,000;45;GERB--1213_1200_1000;none;202307030000;202307170945;16;100
0090016200_08062023004918;0000923613;;0090016200;G034E;747610378R;SLI---1101;3;1900;1200;750;164,320;45;GERB--0109_1900_1200;none;202307030000;202307180945;1;100
0090016200_08062023011925;0025050301;;0090016200;G034E;410103908R;SLI---0770;3;1200;1000;975;935,496;45;GERB--1213_1200_1000;none;202307030000;202307171415;34;100
0090016200_08062023014333;0000923613;;0090016200;G034E;747617951R;SLI---1101;1;1900;1200;750;168,400;45;GERB--0109_1900_1200;none;202307030000;202307170945;1;100
0090016200_08062023016257;0000923613;;0090016200;G034E;747615154R;SLI---1200;6;1600;1200;930;214,240;45;GERB--1613_1600_1200;none;202307030000;202307170945;7;100
0090016200_08062023016775;0000923613;;0090016200;G034E;747615154R;SLI---1200;1;1600;1200;930;214,240;45;GERB--1613_1600_1200;none;202307030000;202307180945;7;100
0090016200_08062023025747;0025050301;;0090016200;G034E;410106398R;SLI---0770;3;1200;1000;975;1046,952;45;GERB--1213_1200_1000;none;202307030000;202307171415;37;100
0090016200_08062023027825;0000923613;;0090016200;G034E;747610378R;SLI---1101;7;1900;1200;750;164,320;45;GERB--0109_1900_1200;none;202307030000;202307170945;1;100
0090016200_08062023028021;0000923613;;0090016200;G034E;205414195R;SLI---1200;1;1600;1200;930;260,800;45;GERB--1613_1600_1200;none;202307030000;202307170945;12;100
0090016200_08062023028899;0025050301;;0090016200;G034E;410106429R;SLI---0770;1;1200;1000;975;937,656;45;GERB--1213_1200_1000;none;202307030000;202307171415;38;100
0090016200_08062023030307;0025050301;;0090016200;G034E;410100395R;SLI---0770;2;1200;1000;975;1047,672;45;GERB--1213_1200_1000;none;202307030000;202307171415;44;100
0090016200_08062023031300;0000923613;;0090016200;G034E;205414195R;SLI---1200;2;1600;1200;930;260,800;45;GERB--1613_1600_1200;none;202307030000;202307180945;12;100
