Item ident;Supplier code;Supplier dock;Plant code;Plant dock;Product code;Package code;Number of items;Length;Width;Height;Weight;Nesting height;Stackability code;Forced orientation;Earliest arrival time;Latest arrival time;Inventory cost;Max stackability
0090016200_14062023006659;0025361700;;0090016200;G034E;807209403R;SLI---0770;6;1200;1000;975;214,100;45;GERB--1213_1200_1000;none;202307030000;202307131130;15;100
0090016200_14062023008354;0025361700;;0090016200;G034E;807201389R;SLI---0770;9;1200;1000;975;210,100;45;GERB--1213_1200_1000;none;202307030000;202307131130;11;100
0090016200_14062023009999;0025361700;;0090016200;G034E;827218954R;SLI---0770;3;1200;1000;975;222,480;45;GERB--1213_1200_1000;none;202307030000;202307131130;13;100
0090016200_14062023010942;0025361700;;0090016200;G034E;827201646R;SLI---0770;3;1200;1000;975;222,480;45;GERB--1213_1200_1000;none;202307030000;202307131130;13;100
0090016200_14062023011334;0025767300;;0090016200;G114S;821077095R;SLI---0770;1;1200;1000;975;339,500;45;GERB--1213_1200_1000;none;202307030000;202307131130;9;100
0090016200_14062023011439;0002502406;;0090016200;G034E;484004585R;KFDA--0038;11;1210;1010;1000;120,692;25;GERB--0408_1210_1010;none;202307030000;202307131130;15;100
0090016200_14062023011817;0025767300;;0090016200;G114S;821162085R;SLI---0770;2;1200;1000;975;339,750;45;GERB--1213_1200_1000;none;202307030000;202307131130;9;100
0090016200_14062023012920;0002502406;;0090016200;G034E;484009442R;KFDA--0038;3;1210;1010;1000;119,108;25;GERB--0408_1210_1010;none;202307030000;202307131130;12;100
0090016200_14062023013923;0002502406;;0090016200;G034E;484003120R;PAL-S-0496;2;1200;1000;1033;102,000;0;GERB--0011_1200_1000;none;202307030000;202307131130;19;100
0090016200_14062023014780;0002502406;;0090016200;G034E;985702529R;ECM---5140;1;1200;1000;1000;359,920;45;GERB--1213_1200_1000;none;202307030000;202307131130;43;100
0090016200_14062023015871;0025767300;;0090016200;G114S;751755529R;SLI---1200;1;1600;1200;930;808,655;45;GERB--1613_1600_1200;none;202307030000;202307131130;26;100
0090016200_14062023017676;0025361700;;0090016200;G034E;807212109R;SLI---0770;8;1200;1000;975;214,100;45;GERB--1213_1200_1000;none;202307030000;202307131130;15;100
0090016200_14062023019194;0025361700;;0090016200;G034E;807219105R;SLI---0770;5;1200;1000;975;210,100;45;GERB--1213_1200_1000;none;202307030000;202307131130;11;100
0090016200_14062023021178;0025767300;;0090016200;G114S;751756373R;SLI---1101;1;1900;1200;750;1306,360;45;GERB--0109_1900_1200;none;202307030000;202307131130;21;100
0090016200_14062023023433;0025767300;;0090016200;G114S;801815090R;SLI---0770;2;1200;1000;975;351,600;45;GERB--1213_1200_1000;none;202307030000;202307131130;8;100
0090016200_14062023023739;0025767300;;0090016200;G114S;751751459R;SLI---1101;2;1900;1200;750;793,144;45;GERB--0109_1900_1200;none;202307030000;202307131130;20;100
0090016200_14062023023913;0025767300;;0090016200;G114S;751740203R;SLI---1101;4;1900;1200;750;594,300;45;GERB--0109_1900_1200;none;202307030000;202307131130;9;100
0090016200_14062023025931;0025767300;;0090016200;G114S;751745328R;SLI---1200;1;1600;1200;930;594,914;45;GERB--1613_1600_1200;none;202307030000;202307131130;11;100
0090016200_14062023026834;0002502406;;0090016200;G034E;484002607R;KFDA--0038;2;1210;1010;1000;127,076;25;GERB--0408_1210_1010;none;202307030000;202307131130;23;100
0090016200_14062023030097;0025767300;;0090016200;G114S;801806017R;SLI---0770;3;1200;1000;975;351,600;45;GERB--1213_1200_1000;none;202307030000;202307131130;8;100
0090016200_14062023030534;0002502406;;0090016200;G034E;985706603R;ECM---5140;2;1200;1000;1000;355,720;45;GERB--1213_1200_1000;none;202307030000;202307131130;37;100
0090016200_14062023034689;0002502406;;0090016200;G034E;484004250R;PAL-S-0496;1;1200;1000;608;29,370;0;GERB--0011_1200_1000;none;202307030000;202307131130;11;100
