Id truck;Id stack;Stack code;X origin;Y origin;Z origin;X extremity;Y extremity;Z extremity
P207340901;P207340901_1;A;0;0;0;1200;1000;975
P207340901;P207340901_2;B;0;1240;0;1200;2240;1905
P207340901;P207340901_3;C;1200;240;0;2400;1240;1905
P207340901;P207340901_4;D;1200;1440;0;2400;2440;1905
P207340901;P207340901_5;E;2400;0;0;3600;1000;2835
P207340901;P207340901_6;F;2400;1000;0;3600;2000;1905
P207340901;P207340901_7;G;3600;0;0;4800;1000;2835
P207340901;P207340901_8;H;3600;1440;0;4800;2440;2835
P207340901;P207340901_9;I;4800;440;0;6000;1440;2835
P207340901;P207340901_10;J;4800;1440;0;6000;2440;2835
P207340901;P207340901_11;K;6000;0;0;7200;1000;2835
P207340901;P207340901_12;L;6000;1240;0;7000;2440;2835
P207340901;P207340901_13;M;7000;1240;0;8000;2440;2835
P207340901;P207340901_14;N;7200;0;0;8200;1200;2835
P207340901;P207340901_15;O;8000;1200;0;9200;2200;2835
P207340901;P207340901_16;P;8200;0;0;9400;1000;975
P207340901;P207340901_17;Q;9200;1240;0;10200;2440;975
P207340901;P207340901_18;R;9400;0;0;10400;1200;975
P207340901;P207340901_19;S;10200;1200;0;11400;2200;975
P207340901;P207340901_20;T;10400;0;0;11400;1200;975
P207340901;P207340901_21;U;11400;28;0;12410;1234;2264
P207340901;P207340901_22;V;11400;1234;0;12410;2440;2264
P207340901;P207340901_23;W;12410;28;0;13420;1234;2264
P207340901;P207340901_24;X;12410;1234;0;13420;2440;2264
