Id truck;Id stack;Stack code;X origin;Y origin;Z origin;X extremity;Y extremity;Z extremity
P186069007;P186069007_1;A;0;0;0;1800;1200;2340
P186069007;P186069007_2;B;0;1240;0;1800;2440;2340
P186069007;P186069007_3;C;1800;0;0;4200;1200;2460
P186069007;P186069007_4;D;1800;1200;0;3600;2400;2340
P186069007;P186069007_5;E;3600;1240;0;5400;2440;2340
P186069007;P186069007_6;F;4200;0;0;6600;1200;1900
P186069007;P186069007_7;G;5400;1200;0;7200;2400;2340
P186069007;P186069007_8;H;6600;0;0;9000;1200;1900
P186069007;P186069007_9;I;7200;1240;0;9600;2440;1620
P186069007;P186069007_10;J;9600;0;0;10800;2400;2460
P186069007;P186069007_11;K;10800;0;0;13200;1200;2000
P186069007;P186069007_12;L;10800;1200;0;13200;2400;1620
