Id truck;Id stack;Stack code;X origin;Y origin;Z origin;X extremity;Y extremity;Z extremity
P185291501;P185291501_1;A;0;6;0;1000;1206;895
P185291501;P185291501_2;B;0;1206;0;1010;2412;2555
P185291501;P185291501_3;C;1010;0;0;2020;1206;1925
P185291501;P185291501_4;D;1010;1206;0;2020;2412;2755
P185291501;P185291501_5;E;2020;406;0;3220;1206;740
P185291501;P185291501_6;F;2020;1612;0;3220;2412;740
P185291501;P185291501_7;G;3220;0;0;4420;800;740
P185291501;P185291501_8;H;3220;800;0;4420;1600;740
P185291501;P185291501_9;I;3220;1600;0;4420;2400;740
P185291501;P185291501_10;J;4420;800;0;5620;1600;740
P185291501;P185291501_11;K;4420;1612;0;5620;2412;740
P185291501;P185291501_12;L;5620;0;0;6820;800;740
P185291501;P185291501_13;M;5620;812;0;6820;1612;740
P185291501;P185291501_14;N;5620;1612;0;6820;2412;740
P185291501;P185291501_15;O;6820;0;0;8020;800;740
P185291501;P185291501_16;P;6820;800;0;8020;1600;740
P185291501;P185291501_17;Q;6820;1612;0;8020;2412;740
P185291501;P185291501_18;R;8020;0;0;9220;800;740
P185291501;P185291501_19;S;8020;800;0;9220;1600;740
P185291501;P185291501_20;T;8020;1612;0;9220;2412;740
P185291501;P185291501_21;U;9220;0;0;10420;800;740
P185291501;P185291501_22;V;9220;800;0;10420;1600;740
P185291501;P185291501_23;W;9220;1600;0;10420;2400;740
P185291501;P185291501_24;X;10420;0;0;11430;1206;2170
P185291501;P185291501_25;Y;10420;1206;0;11430;2412;2166
P185291501;P185291501_26;Z;11430;0;0;12440;1206;783
P185291501;P185291501_27;AA;11430;1206;0;12440;2412;2170
P185291501;P185291501_28;AB;12440;0;0;13450;1206;2362
P185291501;P185291501_29;AC;12440;1206;0;13450;2412;2166
