Item ident;Supplier code;Supplier dock;Plant code;Plant dock;Product code;Package code;Number of items;Length;Width;Height;Weight;Nesting height;Stackability code;Forced orientation;Earliest arrival time;Latest arrival time;Inventory cost;Max stackability
0090018000_08062023000141;0043339700;;0090018000;X1;849934312R;SLI---0771;1;1200;1000;975;155,680;45;GERB--1213_1200_1000;none;202308180000;202308210750;4;100
0090018000_08062023000208;0043339700;;0090018000;X1;622542316R;SLI---0770;3;1200;1000;975;164,970;45;GERB--1213_1200_1000;none;202308180000;202308210750;3;100
0090018000_08062023000832;0043339700;;0090018000;X1;622228612R;ECA---0021;1;1200;1000;359;38,555;0;GERB--3551_1200_1000;none;202308180000;202308210750;43;100
0090018000_08062023001203;0043339700;;0090018000;X1;620936395R;SLI---0771;1;1200;1000;975;149,310;45;GERB--1213_1200_1000;none;202308180000;202308210750;2;100
0090018000_08062023001223;0043339700;;0090018000;X1;620846124R;SLI---0770;1;1200;1000;975;191,520;45;GERB--1213_1200_1000;none;202308180000;202308210750;5;100
0090018000_08062023001356;0043339700;;0090018000;X1;622226671R;ECA---0021;1;1200;1000;359;55,940;0;GERB--3551_1200_1000;none;202308180000;202308210750;76;100
0090018000_08062023001622;0043339700;;0090018000;X1;684709891R;ECA---0021;1;1200;1000;359;24,912;0;GERB--3551_1200_1000;none;202308180000;202308210750;80;100
0090018000_08062023001888;0043339700;;0090018000;X1;768503371R;SLI---1101;1;1900;1200;750;257,460;45;GERB--0109_1900_1200;none;202308180000;202308210750;5;100
0090018000_08062023002561;0043339700;;0090018000;X1;769166933R;SLI---0770;2;1200;1000;975;134,920;45;GERB--1213_1200_1000;none;202308180000;202308210750;1;100
0090018000_08062023002624;0043339700;;0090018000;X1;769149350R;ECA---0021;1;1200;1000;943;94,860;0;GERB--3551_1200_1000;none;202308180000;202308210750;2;100
0090018000_08062023004202;0043339700;;0090018000;X1;768518016R;SLI---1101;1;1900;1200;750;257,460;45;GERB--0109_1900_1200;none;202308180000;202308210750;5;100
0090018000_08062023004889;0043339700;;0090018000;X1;682406061R;ECA---0021;1;1200;1000;1057;109,680;0;GERB--3551_1200_1000;none;202308180000;202308210750;4;100
0090018000_08062023005288;0043339700;;0090018000;X1;682605480R;ECA---0021;1;1200;1000;459;44,640;0;GERB--3551_1200_1000;none;202308180000;202308210750;19;100
0090018000_08062023005355;0043339700;;0090018000;X1;969105550R;SLI---0770;1;1200;1000;975;161,480;45;GERB--1213_1200_1000;none;202308180000;202308210750;4;100
0090018000_08062023005361;0043339700;;0090018000;X1;769359302R;SLI---0770;2;1200;1000;975;152,112;45;GERB--1213_1200_1000;none;202308180000;202308210750;2;100
0090018000_08062023005409;0043339700;;0090018000;X1;620727808R;SLI---1271;7;1600;1200;975;166,392;45;GERB--1613_1600_1200;none;202308180000;202308210750;1;100
0090018000_08062023006101;0043339700;;0090018000;X1;682406061R;ECA---0021;1;1200;1000;459;48,560;0;GERB--3551_1200_1000;none;202308180000;202308210750;4;100
0090018000_08062023006369;0043339700;;0090018000;X1;802931259R;ECA---0021;1;1200;1000;459;54,240;0;GERB--3551_1200_1000;none;202308180000;202308210750;6;100
