Id truck;Id stack;Stack code;X origin;Y origin;Z origin;X extremity;Y extremity;Z extremity
P234227601;P234227601_1;A;0;0;0;800;600;2632
P234227601;P234227601_2;B;0;600;0;1200;1600;2610
P234227601;P234227601_3;C;0;1660;0;570;2440;1340
P234227601;P234227601_4;D;570;1660;0;1140;2440;1340
P234227601;P234227601_5;E;1140;1660;0;1710;2440;909
P234227601;P234227601_6;F;1200;0;0;1770;780;1340
P234227601;P234227601_7;G;1200;800;0;1800;1600;2632
P234227601;P234227601_8;H;1710;1840;0;2510;2440;1596
P234227601;P234227601_9;I;1770;0;0;2370;800;1078
P234227601;P234227601_10;J;2370;0;0;3570;1000;2865
P234227601;P234227601_11;K;2510;1240;0;3710;2240;2610
P234227601;P234227601_12;L;3710;1000;0;4510;1600;1596
P234227601;P234227601_13;M;3710;1840;0;4510;2440;1596
P234227601;P234227601_14;N;4510;240;0;6110;1440;930
P234227601;P234227601_15;O;4510;1440;0;5710;2440;2865
P234227601;P234227601_16;P;5710;1660;0;6280;2440;1340
P234227601;P234227601_17;Q;6110;20;0;7110;1220;2610
P234227601;P234227601_18;R;6280;1240;0;7280;2440;2835
P234227601;P234227601_19;S;7110;0;0;7910;600;1596
P234227601;P234227601_20;T;7280;1000;0;8080;1600;1596
P234227601;P234227601_21;U;7910;0;0;8510;800;1596
P234227601;P234227601_22;V;8080;1600;0;8650;2380;1340
P234227601;P234227601_23;W;8510;0;0;9710;1000;2610
P234227601;P234227601_24;X;8650;1000;0;9450;1600;1596
P234227601;P234227601_25;Y;9710;0;0;10910;1000;2835
P234227601;P234227601_26;Z;9710;1000;0;10910;2000;2835
P234227601;P234227601_27;AA;10910;1000;0;11910;2200;2835
P234227601;P234227601_28;AB;11910;0;0;13110;1000;2835
P234227601;P234227601_29;AC;11910;1240;0;12710;1840;1078
P234227601;P234227601_30;AD;12710;1660;0;13280;2440;909
