Id truck;Id stack;Stack code;X origin;Y origin;Z origin;X extremity;Y extremity;Z extremity
P216730301;P216730301_1;A;0;0;0;1000;1200;2835
P216730301;P216730301_2;B;0;1200;0;1200;2200;2835
P216730301;P216730301_3;C;1000;0;0;2000;1200;2930
P216730301;P216730301_4;D;1200;1200;0;2200;2400;2835
P216730301;P216730301_5;E;2000;0;0;3000;1200;2893
P216730301;P216730301_6;F;2200;1200;0;3200;2400;2835
P216730301;P216730301_7;G;3000;0;0;4600;1200;2835
P216730301;P216730301_8;H;3200;1300;0;4200;2500;2865
P216730301;P216730301_9;I;4200;1300;0;5200;2500;2835
P216730301;P216730301_10;J;4600;0;0;5600;1200;2835
P216730301;P216730301_11;K;5200;1300;0;6200;2500;2914
P216730301;P216730301_12;L;5600;0;0;6600;1200;2573
P216730301;P216730301_13;M;6200;1300;0;7200;2500;2872
P216730301;P216730301_14;N;6600;0;0;7600;1200;2835
P216730301;P216730301_15;O;7200;1300;0;8200;2500;2835
P216730301;P216730301_16;P;7600;0;0;9200;1200;2835
P216730301;P216730301_17;Q;8200;1300;0;9800;2500;2835
P216730301;P216730301_18;R;9200;100;0;10200;1300;2535
P216730301;P216730301_19;S;9800;1300;0;10800;2500;2865
P216730301;P216730301_20;T;10200;0;0;11200;1200;2835
P216730301;P216730301_21;U;10800;1300;0;11800;2500;2835
P216730301;P216730301_22;V;11200;0;0;13100;1200;2160
P216730301;P216730301_23;W;11800;1200;0;12800;2400;2835
P216730301;P216730301_24;X;12800;1300;0;13800;2500;2835
P216730301;P216730301_25;Y;13100;0;0;14700;1200;2835
P216730301;P216730301_26;Z;13800;1300;0;14800;2500;2835
