Item ident;Supplier code;Supplier dock;Plant code;Plant dock;Product code;Package code;Number of items;Length;Width;Height;Weight;Nesting height;Stackability code;Forced orientation;Earliest arrival time;Latest arrival time;Inventory cost;Max stackability
0090016900_08062023004162;0000679301;;0090016900;169GB-20;8200665427;MTEM--4462;1;2400;1200;1620;457,104;45;GERB--0059_2400_1200;none;202307050000;202307100905;5;100
0090016900_08062023004471;0000679301;;0090016900;169GB-20;901007631R;MTEM--4631;2;2400;1200;2460;725,512;45;GERB--0059_2400_1200;none;202307050000;202307100820;15;100
0090016900_08062023004727;0000679301;;0090016900;169GB-20;901006502R;MTEM--4631;1;2400;1200;2460;702,272;45;GERB--0059_2400_1200;none;202307050000;202307100905;15;100
0090016900_08062023005331;0000679301;;0090016900;169GB-20;774330001R;MTEM--5405;1;2400;1200;2000;580,000;45;GERB--0059_2400_1200;none;202307050000;202307100905;7;100
0090016900_08062023010450;0000679301;;0090016900;169GB-20;8200665427;MTEM--4462;1;2400;1200;1620;457,104;45;GERB--0059_2400_1200;none;202307050000;202307101250;5;100
0090016900_08062023016388;0000679301;;0090016900;169GB-20;8200665428;MTEM--4462;1;2400;1200;1620;402,944;45;GERB--0059_2400_1200;none;202307050000;202307100905;6;100
0090016900_08062023016887;0000679301;;0090016900;169GB-20;901007631R;MTEM--4631;1;2400;1200;2460;725,512;45;GERB--0059_2400_1200;none;202307050000;202307101205;15;100
0090016900_08062023020188;0000679301;;0090016900;169GB-20;774330002R;MTEM--5405;1;2400;1200;2000;507,168;45;GERB--0059_2400_1200;none;202307050000;202307100905;7;100
0090016900_08062023022310;0000679301;;0090016900;169GB-20;821005569R;MTEM--4633;1;1800;1200;2340;530,296;45;GERB--0088_1800_1200;none;202307050000;202307100820;11;100
0090016900_08062023023164;0000679301;;0090016900;169GB-20;901007631R;MTEM--4631;1;2400;1200;2460;725,512;45;GERB--0059_2400_1200;none;202307050000;202307100905;15;100
0090016900_08062023027450;0000679301;;0090016900;169GB-20;760335045R;MTEM--4461;1;2400;1200;1900;518,208;45;GERB--0059_2400_1200;none;202307050000;202307100820;6;100
0090016900_08062023042953;0000679301;;0090016900;169GB-20;774330001R;MTEM--5405;1;2400;1200;2000;580,000;45;GERB--0059_2400_1200;none;202307050000;202307100820;7;100
