Id truck;Id stack;Stack code;X origin;Y origin;Z origin;X extremity;Y extremity;Z extremity
P213752701;P213752701_1;A;0;0;0;1000;1200;2835
P213752701;P213752701_2;B;0;1300;0;1000;2500;2835
P213752701;P213752701_3;C;1000;0;0;2000;1200;2865
P213752701;P213752701_4;D;1000;1500;0;2200;2500;2835
P213752701;P213752701_5;E;2000;0;0;3000;1200;2610
P213752701;P213752701_6;F;2200;1300;0;3200;2500;2790
P213752701;P213752701_7;G;3000;0;0;4000;1200;2334
P213752701;P213752701_8;H;3200;1300;0;4200;2500;2932
P213752701;P213752701_9;I;4000;200;0;5200;1200;2610
P213752701;P213752701_10;J;4200;1200;0;5200;2400;2865
P213752701;P213752701_11;K;5200;200;0;6400;1200;2790
P213752701;P213752701_12;L;5200;1300;0;6200;2500;2790
P213752701;P213752701_13;M;6200;1500;0;7400;2500;2835
P213752701;P213752701_14;N;6400;0;0;7600;1000;2835
P213752701;P213752701_15;O;7400;1300;0;8600;2300;2835
P213752701;P213752701_16;P;7600;0;0;8600;1200;2718
P213752701;P213752701_17;Q;8600;0;0;9600;1200;2832
P213752701;P213752701_18;R;8600;1200;0;10205;2405;2855
P213752701;P213752701_19;S;10205;1200;0;11205;2400;2835
P213752701;P213752701_20;T;11205;200;0;12405;1200;2835
P213752701;P213752701_21;U;11205;1300;0;12405;2300;2835
P213752701;P213752701_22;V;12405;300;0;13605;1300;2790
P213752701;P213752701_23;W;12405;1300;0;13605;2300;2835
P213752701;P213752701_24;X;13605;300;0;14805;1300;2835
