Item ident;Supplier code;Supplier dock;Plant code;Plant dock;Product code;Package code;Number of items;Length;Width;Height;Weight;Nesting height;Stackability code;Forced orientation;Earliest arrival time;Latest arrival time;Inventory cost;Max stackability
0090016200_08062023000660;0028879100;;0090016200;G094R;755394407R;CON-S-0130;1;780;570;478;111,460;47;GERB--3195_780_570;widthwise;202307030000;202307120800;3;4
0090016200_08062023000893;0028879100;;0090016200;G094R;732200504R;SLI---0130;1;800;600;560;94,000;42;GERB--0588_800_600;none;202307030000;202307120800;2;100
0090016200_08062023000917;0028879100;;0090016200;G094R;764559166R;SLI---0130;2;800;600;560;68,000;42;GERB--0588_800_600;none;202307030000;202307121345;3;100
0090016200_08062023001136;0028879100;;0090016200;G114S;762462977R;SLI---0601;1;1200;1000;750;366,760;45;GERB--1213_1200_1000;none;202307030000;202307120800;7;100
0090016200_08062023001431;0028879100;;0090016200;G094R;668625069R;SLI---0770;1;1200;1000;975;186,360;45;GERB--1213_1200_1000;none;202307030000;202307121345;3;100
0090016200_08062023001597;0028879100;;0090016200;G094R;765844960R;SLI---2112;1;1206;1010;1185;390,150;0;GERB--0528_1206_1010;none;202307030000;202307121345;10;100
0090016200_08062023001843;0028879100;;0090016200;G094R;755321525R;CON-S-0130;2;780;570;478;92,700;47;GERB--3195_780_570;widthwise;202307030000;202307121345;3;4
0090016200_08062023001942;0028879100;;0090016200;G094R;764972076R;SLI---0130;3;800;600;560;146,500;42;GERB--0588_800_600;none;202307030000;202307121345;3;100
0090016200_08062023002285;0028879100;;0090016200;G114S;658683476R;SLI---0130;11;800;600;560;48,500;42;GERB--0588_800_600;none;202307030000;202307121345;2;100
0090016200_08062023002359;0028879100;;0090016200;G094R;745944972R;SLI---0130;1;800;600;560;133,000;42;GERB--0588_800_600;none;202307030000;202307120800;4;100
0090016200_08062023003658;0028879100;;0090016200;G094R;756506185R;SLI---0770;1;1200;1000;975;537,800;45;GERB--1213_1200_1000;none;202307030000;202307120800;11;100
