Item ident;Supplier code;Supplier dock;Plant code;Plant dock;Product code;Package code;Number of items;Length;Width;Height;Weight;Nesting height;Stackability code;Forced orientation;Earliest arrival time;Latest arrival time;Inventory cost;Max stackability
0090018000_08062023000096;0043339700;;0090018000;X1;620727808R;SLI---1271;7;1600;1200;975;166,392;45;GERB--1613_1600_1200;none;202307260000;202307270750;1;100
0090018000_08062023000361;0043339700;;0090018000;X1;251632713R;ECA---0021;1;1200;1000;459;47,250;0;GERB--3551_1200_1000;none;202307250000;202307260750;6;100
0090018000_08062023001372;0043339700;;0090018000;X1;985P27684R;ECA---0021;1;1200;1000;359;42,880;0;GERB--3551_1200_1000;none;202307250000;202307260750;60;100
0090018000_08062023001453;0043339700;;0090018000;X1;484725090R;ECA---0021;1;1200;1000;1057;101,550;0;GERB--3551_1200_1000;none;202307250000;202307260750;3;100
0090018000_08062023002158;0043339700;;0090018000;X1;769377743R;SLI---0601;2;1200;1000;750;106,030;45;GERB--1213_1200_1000;none;202307260000;202307270750;2;100
0090018000_08062023002235;0043339700;;0090018000;X1;484722442R;ECA---0021;1;1200;1000;1057;98,310;0;GERB--3551_1200_1000;none;202307260000;202307270750;3;100
0090018000_08062023002578;0043339700;;0090018000;X1;769135803R;ECA---0021;1;1200;1000;943;94,680;0;GERB--3551_1200_1000;none;202307260000;202307270750;2;100
0090018000_08062023002589;0043339700;;0090018000;X1;850908990R;SLI---1271;3;1600;1200;975;197,164;45;GERB--1613_1600_1200;none;202307260000;202307270750;3;100
0090018000_08062023002654;0043339700;;0090018000;X1;764368735R;ECA---0021;1;1200;1000;459;64,840;0;GERB--3551_1200_1000;none;202307250000;202307260750;7;100
0090018000_08062023002688;0043339700;;0090018000;X1;261A36272R;ECA---0021;1;1200;1000;459;55,200;0;GERB--3551_1200_1000;none;202307250000;202307260750;5;100
0090018000_08062023002729;0043339700;;0090018000;X1;261A20711R;ECA---0021;1;1200;1000;459;55,200;0;GERB--3551_1200_1000;none;202307250000;202307260750;5;100
0090018000_08062023002844;0043339700;;0090018000;X1;682603635R;ECA---0021;1;1200;1000;758;76,040;0;GERB--3551_1200_1000;none;202307250000;202307260750;16;100
0090018000_08062023003015;0043339700;;0090018000;X1;638A97082R;ECA---0021;1;1200;1000;1057;125,190;0;GERB--3551_1200_1000;none;202307260000;202307270750;4;100
0090018000_08062023003100;0043339700;;0090018000;X1;620905631R;SLI---0760;1;1200;1000;930;153,068;45;GERB--1213_1200_1000;none;202307260000;202307270750;3;100
0090018000_08062023003264;0043339700;;0090018000;X1;623103138R;SLI---0770;2;1200;1000;975;153,088;45;GERB--1213_1200_1000;none;202307260000;202307270750;2;100
0090018000_08062023003919;0043339700;;0090018000;X1;985P33421R;ECA---0021;1;1200;1000;359;56,275;0;GERB--3551_1200_1000;none;202307250000;202307260750;61;100
0090018000_08062023004067;0043339700;;0090018000;X1;684100207R;ECA---0021;1;1200;1000;359;46,900;0;GERB--3551_1200_1000;none;202307250000;202307260750;18;100
0090018000_08062023004621;0043339700;;0090018000;X1;622542316R;SLI---0770;2;1200;1000;975;164,970;45;GERB--1213_1200_1000;none;202307260000;202307270750;3;100
0090018000_08062023005067;0043339700;;0090018000;X1;769149350R;ECA---0021;1;1200;1000;943;94,860;0;GERB--3551_1200_1000;none;202307260000;202307270750;2;100
0090018000_08062023005247;0043339700;;0090018000;X1;682603635R;ECA---0021;1;1200;1000;459;47,020;0;GERB--3551_1200_1000;none;202307250000;202307260750;16;100
0090018000_08062023005637;0043339700;;0090018000;X1;620846124R;SLI---0770;1;1200;1000;975;191,520;45;GERB--1213_1200_1000;none;202307250000;202307260750;5;100
0090018000_08062023005663;0043339700;;0090018000;X1;684709891R;ECA---0021;1;1200;1000;359;25,200;0;GERB--3551_1200_1000;none;202307250000;202307260750;40;100
0090018000_08062023005789;0043339700;;0090018000;X1;769362610R;SLI---0601;3;1200;1000;750;106,030;45;GERB--1213_1200_1000;none;202307260000;202307270750;2;100
0090018000_08062023006016;0043339700;;0090018000;X1;769166933R;SLI---0770;3;1200;1000;975;134,920;45;GERB--1213_1200_1000;none;202307260000;202307270750;1;100
0090018000_08062023006181;0043339700;;0090018000;X1;623108550R;SLI---0770;1;1200;1000;975;160,680;45;GERB--1213_1200_1000;none;202307250000;202307260750;3;100
0090018000_08062023006384;0043339700;;0090018000;X1;769370345R;SLI---0770;6;1200;1000;975;132,804;45;GERB--1213_1200_1000;none;202307260000;202307270750;1;100
0090018000_08062023006924;0043339700;;0090018000;X1;682406061R;ECA---0021;1;1200;1000;758;79,120;0;GERB--3551_1200_1000;none;202307250000;202307260750;4;100
0090018000_08062023006974;0043339700;;0090018000;X1;768503371R;SLI---1101;1;1900;1200;750;257,460;45;GERB--0109_1900_1200;none;202307250000;202307260750;5;100
0090018000_08062023006998;0043339700;;0090018000;X1;769151408R;SLI---0770;3;1200;1000;975;134,920;45;GERB--1213_1200_1000;none;202307260000;202307270750;1;100
0090018000_08062023008213;0043339700;;0090018000;X1;623103505R;SLI---0770;1;1200;1000;975;153,088;45;GERB--1213_1200_1000;none;202307260000;202307270750;2;100
0090018000_08062023008391;0043339700;;0090018000;X1;681328547R;SLI---0601;2;1200;1000;750;119,080;45;GERB--1213_1200_1000;none;202307260000;202307270750;2;100
0090018000_08062023008714;0043339700;;0090018000;X1;769359302R;SLI---0770;1;1200;1000;975;152,112;45;GERB--1213_1200_1000;none;202307260000;202307270750;2;100
0090018000_08062023009092;0043339700;;0090018000;X1;768518016R;SLI---1101;1;1900;1200;750;257,460;45;GERB--0109_1900_1200;none;202307250000;202307260750;5;100
0090018000_08062023009213;0043339700;;0090018000;X1;620927800R;SLI---0771;1;1200;1000;975;149,310;45;GERB--1213_1200_1000;none;202307260000;202307270750;2;100
0090018000_08062023009237;0043339700;;0090018000;X1;601989787R;ECA---0021;1;1200;1000;459;47,140;0;GERB--3551_1200_1000;none;202307250000;202307260750;3;100
0090018000_08062023009264;0043339700;;0090018000;X1;985P18630R;ECA---0021;1;1200;1000;459;54,250;0;GERB--3551_1200_1000;none;202307250000;202307260750;6;100
0090018000_08062023010682;0043339700;;0090018000;X1;622542316R;SLI---0770;2;1200;1000;975;164,970;45;GERB--1213_1200_1000;none;202307250000;202307260750;3;100
