Id truck;Id stack;Stack code;X origin;Y origin;Z origin;X extremity;Y extremity;Z extremity
P205730301;P205730301_1;A;0;1300;0;1000;2500;2835
P205730301;P205730301_2;B;0;0;0;1000;1200;2894
P205730301;P205730301_3;C;1000;0;0;2600;1200;2835
P205730301;P205730301_4;D;1000;1300;0;2000;2500;2913
P205730301;P205730301_5;E;2000;1300;0;3000;2500;2835
P205730301;P205730301_6;F;2600;0;0;3600;1200;2835
P205730301;P205730301_7;G;3000;1300;0;4000;2500;2875
P205730301;P205730301_8;H;3600;0;0;4600;1200;2835
P205730301;P205730301_9;I;4000;1300;0;5000;2500;2865
P205730301;P205730301_10;J;4600;0;0;5600;1200;2385
P205730301;P205730301_11;K;5000;1300;0;6000;2500;2918
P205730301;P205730301_12;L;5600;0;0;6600;1200;2610
P205730301;P205730301_13;M;6000;1300;0;7000;2500;2818
P205730301;P205730301_14;N;6600;0;0;7600;1200;2835
P205730301;P205730301_15;O;7000;1300;0;8000;2500;2835
P205730301;P205730301_16;P;7600;0;0;8600;1200;2160
P205730301;P205730301_17;Q;8000;1300;0;9000;2500;2835
P205730301;P205730301_18;R;8600;0;0;9600;1200;2835
P205730301;P205730301_19;S;9000;1300;0;10000;2500;2835
P205730301;P205730301_20;T;9600;0;0;10600;1200;2835
P205730301;P205730301_21;U;10000;1300;0;11000;2500;2835
P205730301;P205730301_22;V;10600;0;0;11600;1200;2835
P205730301;P205730301_23;W;11000;1300;0;12900;2500;1455
P205730301;P205730301_24;X;11600;0;0;13200;1200;2835
P205730301;P205730301_25;Y;12900;1300;0;14500;2500;2835
P205730301;P205730301_26;Z;13200;0;0;14800;1200;2835
