Item ident;Supplier code;Supplier dock;Plant code;Plant dock;Product code;Package code;Number of items;Length;Width;Height;Weight;Nesting height;Stackability code;Forced orientation;Earliest arrival time;Latest arrival time;Inventory cost;Max stackability
0090016200_14062023003204;0002555101;;0090016200;G024G1;904467757R;SLI---2112;1;1206;1010;385;24,825;0;GERB--0528_1206_1010;none;202307250000;202308280915;78;100
0090016200_14062023005967;0002417607;;0090016200;G034E;562104713R;SLI---0770;1;1200;1000;975;940,200;45;GERB--1213_1200_1000;none;202307250000;202308280915;46;100
0090016200_14062023007630;0002417607;;0090016200;G034E;562104444R;SLI---0770;2;1200;1000;975;705,000;45;GERB--1213_1200_1000;none;202307250000;202308280915;40;100
0090016200_14062023007753;0002555101;;0090016200;G034E;638747799R;SLI---2112;3;1206;1010;1083;96,830;0;GERB--0528_1206_1010;none;202307250000;202308280915;8;100
0090016200_14062023010077;0002555101;;0090016200;G034E;802847527R;SLI---2112;2;1206;1010;1181;188,000;0;GERB--0528_1206_1010;none;202307250000;202308280915;16;100
0090016200_14062023010241;0002417607;;0090016200;G024G1;543021842R;SFDA--9440;13;1200;1000;975;377,000;45;GERB--1213_1200_1000;none;202307250000;202308280915;9;3
0090016200_14062023011128;0002417607;;0090016200;G034E;562101209R;SLI---0770;1;1200;1000;975;697,160;45;GERB--1213_1200_1000;none;202307250000;202308280915;40;100
0090016200_14062023012026;0002555101;;0090016200;G034E;802857058R;SLI---2112;2;1206;1010;1181;188,000;0;GERB--0528_1206_1010;none;202307250000;202308280915;16;100
0090016200_14062023012931;0002555101;;0090016200;G034E;638757980R;SLI---2112;2;1206;1010;1083;96,830;0;GERB--0528_1206_1010;none;202307250000;202308280915;8;100
0090016200_14062023013328;0002417607;;0090016200;G034E;562105336R;SLI---0770;3;1200;1000;975;705,000;45;GERB--1213_1200_1000;none;202307250000;202308280915;40;100
0090016200_14062023014622;0002555101;;0090016200;G034E;822358151R;SLI---2112;2;1206;1010;1083;132,170;0;GERB--0528_1206_1010;none;202307250000;202308280915;11;100
0090016200_14062023018362;0002555101;;0090016200;G034E;638755472R;SLI---2112;1;1206;1010;1083;104,270;0;GERB--0528_1206_1010;none;202307250000;202308280915;11;100
0090016200_14062023019051;0002555101;;0090016200;G034E;822831115R;SLI---2112;1;1206;1010;1181;182,900;0;GERB--0528_1206_1010;none;202307250000;202308280915;17;100
0090016200_14062023022269;0002417607;;0090016200;G024G1;543022644R;SFDA--9440;1;1200;1000;975;383,000;45;GERB--1213_1200_1000;none;202307250000;202308280915;9;100
0090016200_14062023022797;0002555101;;0090016200;G034E;822346318R;SLI---2112;2;1206;1010;1083;132,170;0;GERB--0528_1206_1010;none;202307250000;202308280915;11;100
0090016200_14062023022818;0002555101;;0090016200;G034E;822826643R;SLI---2112;1;1206;1010;1181;182,900;0;GERB--0528_1206_1010;none;202307250000;202308280915;17;100
0090016200_14062023023395;0002555101;;0090016200;G034E;638741369R;SLI---2112;1;1206;1010;1083;107,390;0;GERB--0528_1206_1010;none;202307250000;202308280915;11;100
0090016200_14062023026128;0002555101;;0090016200;G034E;638755496R;SLI---2112;1;1206;1010;1083;107,390;0;GERB--0528_1206_1010;none;202307250000;202308280915;11;100
0090016200_14062023027609;0002417607;;0090016200;G034E;562105733R;SLI---0770;1;1200;1000;975;701,080;45;GERB--1213_1200_1000;none;202307250000;202308280915;46;100
0090016200_14062023028937;0002417607;;0090016200;G024G1;543025201R;SFDA--9440;2;1200;1000;975;377,000;45;GERB--1213_1200_1000;none;202307250000;202308280915;9;3
0090016200_14062023030567;0002417607;;0090016200;G024G1;543028696R;SFDA--9440;7;1200;1000;975;377,000;45;GERB--1213_1200_1000;none;202307250000;202308280915;9;3
