Id truck;Id stack;Stack code;X origin;Y origin;Z origin;X extremity;Y extremity;Z extremity
P172069127;P172069127_1;A;0;0;0;1800;1200;2340
P172069127;P172069127_2;B;0;1200;0;2400;2400;1740
P172069127;P172069127_3;C;1800;0;0;3800;1200;2875
P172069127;P172069127_4;D;2400;1240;0;4200;2440;2340
P172069127;P172069127_5;E;3800;0;0;6200;1200;2500
P172069127;P172069127_6;F;4200;1240;0;6600;2440;2000
P172069127;P172069127_7;G;6200;0;0;8600;1200;2000
P172069127;P172069127_8;H;6600;1200;0;9000;2400;1900
P172069127;P172069127_9;I;8600;0;0;11000;1200;2000
P172069127;P172069127_10;J;9000;1200;0;11000;2400;2875
P172069127;P172069127_11;K;11000;0;0;13400;1200;1900
P172069127;P172069127_12;L;11000;1240;0;13400;2440;1900
