Id truck;Id stack;Stack code;X origin;Y origin;Z origin;X extremity;Y extremity;Z extremity
P205069305;P205069305_1;A;0;0;0;2400;1200;1900
P205069305;P205069305_2;B;0;1200;0;2400;2400;2855
P205069305;P205069305_3;C;2400;0;0;4800;1200;2500
P205069305;P205069305_4;D;2400;1200;0;4800;2400;2500
P205069305;P205069305_5;E;4800;0;0;7200;1200;2500
P205069305;P205069305_6;F;4800;1200;0;7200;2400;2500
P205069305;P205069305_7;G;7200;0;0;9600;1200;1900
P205069305;P205069305_8;H;7200;1200;0;9600;2400;1900
P205069305;P205069305_9;I;9600;0;0;10800;2400;2500
P205069305;P205069305_10;J;10800;0;0;13200;1200;2500
P205069305;P205069305_11;K;10800;1200;0;13200;2400;1900
