Item ident;Supplier code;Supplier dock;Plant code;Plant dock;Product code;Package code;Number of items;Length;Width;Height;Weight;Nesting height;Stackability code;Forced orientation;Earliest arrival time;Latest arrival time;Inventory cost;Max stackability
0090016900_08062023000790;0022060301;;0090016900;169GB-10;755102126R;MTEM--5198;1;3200;1200;1490;629,680;45;GERB--1059_3200_1200;none;202307030000;202307041600;12;100
0090016900_08062023002713;0022060301;;0090016900;169GB-10;731D65344R;SLI---0760;1;1200;1000;930;337,880;45;GERB--1213_1200_1000;none;202307030000;202307041230;8;100
0090016900_08062023002895;0022060301;;0090016900;169GB-10;8200657386;SFD---1200;1;1600;1200;930;346,020;45;GERB--1613_1600_1200;none;202307030000;202307041230;5;100
0090016900_08062023005222;0022060301;;0090016900;169GB-10;8200657386;SFD---1200;2;1600;1200;930;346,020;45;GERB--1613_1600_1200;none;202307030000;202307041600;5;100
0090016900_08062023008887;0022060301;;0090016900;169GB-10;731D65344R;SLI---0760;1;1200;1000;930;337,880;45;GERB--1213_1200_1000;none;202307030000;202307041600;8;100
0090016900_08062023009791;0022060301;;0090016900;169GB-10;756D01893R;SLI---1200;1;1600;1200;930;378,808;45;GERB--1613_1600_1200;none;202307030000;202307041600;9;100
0090016900_08062023010738;0022060301;;0090016900;169GB-10;8200656454;SLI---0760;1;1200;1000;930;232,280;45;GERB--1213_1200_1000;none;202307030000;202307041230;5;100
0090016900_08062023013295;0022060301;;0090016900;169GB-10;743304967R;SFD---0760;1;1200;1000;930;380,300;45;GERB--1213_1200_1000;none;202307030000;202307041600;5;100
0090016900_08062023014369;0022060301;;0090016900;169GB-10;745466747R;SLI---1200;1;1600;1200;930;467,056;45;GERB--1613_1600_1200;none;202307030000;202307041230;10;100
0090016900_08062023014981;0022060301;;0090016900;169GB-10;755117459R;MTEM--5197;1;3200;1200;1490;494,640;45;GERB--1059_3200_1200;none;202307030000;202307041600;7;100
0090016900_08062023015094;0022060301;;0090016900;169GB-10;8200784370;SLI---0760;1;1200;1000;930;185,480;45;GERB--1213_1200_1000;none;202307030000;202307041230;3;100
