Id truck;Id stack;Stack code;X origin;Y origin;Z origin;X extremity;Y extremity;Z extremity
P177706603;P177706603_1;A;0;0;0;1605;1205;1450
P177706603;P177706603_2;B;0;1205;0;1600;2405;2555
P177706603;P177706603_3;C;1605;0;0;2605;1200;1905
P177706603;P177706603_4;D;1605;1205;0;2605;2405;1905
P177706603;P177706603_5;E;2605;0;0;4210;1205;1450
P177706603;P177706603_6;F;2605;1205;0;4210;2410;1450
P177706603;P177706603_7;G;4210;0;0;5810;1200;2555
P177706603;P177706603_8;H;4210;1205;0;5815;2410;1450
P177706603;P177706603_9;I;5810;0;0;6810;1200;1905
P177706603;P177706603_10;J;6810;0;0;8015;1605;1450
P177706603;P177706603_11;K;8015;0;0;9615;1200;2555
P177706603;P177706603_12;L;8015;1210;0;9615;2410;2555
P177706603;P177706603_13;M;9615;0;0;11215;1200;2555
P177706603;P177706603_14;N;9615;1210;0;11215;2410;2555
P177706603;P177706603_15;O;11215;0;0;12815;1200;2555
P177706603;P177706603_16;P;11215;1210;0;12815;2410;2555
P177706603;P177706603_17;Q;12815;5;0;13815;1205;1905
P177706603;P177706603_18;R;12815;1210;0;13815;2410;1905
P177706603;P177706603_19;S;13815;0;0;15020;1605;1450
P177706603;P177706603_20;T;15020;5;0;16020;1205;1905
P177706603;P177706603_21;U;16020;0;0;17625;1205;1450
P177706603;P177706603_22;V;16020;1205;0;17620;2405;2555
P177706603;P177706603_23;W;17625;0;0;19230;1205;1450
P177706603;P177706603_24;X;17625;1205;0;19230;2410;1450
P177706603;P177706603_25;Y;19230;0;0;20835;1205;1450
P177706603;P177706603_26;Z;19230;1205;0;20835;2410;1450
P177706603;P177706603_27;AA;20835;0;0;22435;1200;2555
P177706603;P177706603_28;AB;20835;1205;0;22440;2410;1450
P177706603;P177706603_29;AC;22435;0;0;23435;1200;1905
P177706603;P177706603_30;AD;22440;1200;0;23440;2400;1905
P177706603;P177706603_31;AE;23440;1410;0;24640;2410;975
