Item ident;Supplier code;Supplier dock;Plant code;Plant dock;Product code;Package code;Number of items;Length;Width;Height;Weight;Nesting height;Stackability code;Forced orientation;Earliest arrival time;Latest arrival time;Inventory cost;Max stackability
0090016200_08062023006105;0002555101;;0090016200;G034E;822358151R;SLI---2112;2;1206;1010;1083;132,170;0;GERB--0528_1206_1010;none;202307080000;202307260915;11;100
0090016200_08062023008885;0002417607;;0090016200;G024G1;543028696R;SFDA--9440;16;1200;1000;975;377,000;45;GERB--1213_1200_1000;none;202307080000;202307260915;9;3
0090016200_08062023010658;0002417607;;0090016200;G024G1;543021842R;SFDA--9440;23;1200;1000;975;377,000;45;GERB--1213_1200_1000;none;202307080000;202307260915;9;3
0090016200_08062023011556;0002555101;;0090016200;G034E;638754416R;SLI---2112;1;1206;1010;1083;97,790;0;GERB--0528_1206_1010;none;202307080000;202307260915;8;100
0090016200_08062023012433;0002555101;;0090016200;G034E;802857058R;SLI---2112;2;1206;1010;1181;188,000;0;GERB--0528_1206_1010;none;202307080000;202307260915;16;100
0090016200_08062023012814;0002417607;;0090016200;G024G1;543025201R;SFDA--9440;2;1200;1000;975;377,000;45;GERB--1213_1200_1000;none;202307080000;202307260915;9;3
0090016200_08062023013449;0002555101;;0090016200;G034E;822826643R;SLI---2112;1;1206;1010;1181;182,900;0;GERB--0528_1206_1010;none;202307080000;202307260915;17;100
0090016200_08062023013923;0002555101;;0090016200;G024G1;904477373R;SLI---2112;1;1206;1010;385;30,250;0;GERB--0528_1206_1010;none;202307080000;202307260915;156;100
0090016200_08062023014593;0002417607;;0090016200;G034E;562104444R;SLI---0770;1;1200;1000;975;705,000;45;GERB--1213_1200_1000;none;202307080000;202307260915;40;100
0090016200_08062023017277;0002555101;;0090016200;G034E;638755496R;SLI---2112;1;1206;1010;1083;107,390;0;GERB--0528_1206_1010;none;202307080000;202307260915;11;100
0090016200_08062023017687;0002555101;;0090016200;G034E;822831115R;SLI---2112;1;1206;1010;1181;182,900;0;GERB--0528_1206_1010;none;202307080000;202307260915;17;100
0090016200_08062023021809;0002417607;;0090016200;G034E;562105336R;SLI---0770;2;1200;1000;975;705,000;45;GERB--1213_1200_1000;none;202307080000;202307260915;40;100
0090016200_08062023026513;0002555101;;0090016200;G034E;638747799R;SLI---2112;2;1206;1010;1083;96,830;0;GERB--0528_1206_1010;none;202307080000;202307260915;8;100
0090016200_08062023027849;0002555101;;0090016200;G034E;802847527R;SLI---2112;1;1206;1010;1181;188,000;0;GERB--0528_1206_1010;none;202307080000;202307260915;16;100
0090016200_08062023030168;0002417607;;0090016200;G034E;562101209R;SLI---0770;1;1200;1000;975;697,160;45;GERB--1213_1200_1000;none;202307080000;202307260915;40;100
0090016200_08062023030306;0002555101;;0090016200;G034E;638757980R;SLI---2112;2;1206;1010;1083;96,830;0;GERB--0528_1206_1010;none;202307080000;202307260915;8;100
0090016200_08062023030748;0002555101;;0090016200;G034E;822346318R;SLI---2112;2;1206;1010;1083;132,170;0;GERB--0528_1206_1010;none;202307080000;202307260915;11;100
0090016200_08062023030963;0002555101;;0090016200;G034E;638741369R;SLI---2112;1;1206;1010;1083;107,390;0;GERB--0528_1206_1010;none;202307080000;202307260915;11;100
0090016200_08062023031980;0002417607;;0090016200;G034E;562104713R;SLI---0770;1;1200;1000;975;940,200;45;GERB--1213_1200_1000;none;202307080000;202307260915;46;100
0090016200_08062023032876;0002555101;;0090016200;G034E;638747648R;SLI---2112;1;1206;1010;1083;97,790;0;GERB--0528_1206_1010;none;202307080000;202307260915;8;100
0090016200_08062023033967;0002555101;;0090016200;G034E;638742980R;SLI---2112;1;1206;1010;1083;104,270;0;GERB--0528_1206_1010;none;202307080000;202307260915;11;100
