Id truck;Id stack;Stack code;X origin;Y origin;Z origin;X extremity;Y extremity;Z extremity
P207730301;P207730301_1;A;0;0;0;1000;1200;2835
P207730301;P207730301_2;B;0;1200;0;1000;2400;2872
P207730301;P207730301_3;C;1000;0;0;2000;1200;2835
P207730301;P207730301_4;D;1000;1200;0;2000;2400;2835
P207730301;P207730301_5;E;2000;0;0;3600;1200;2835
P207730301;P207730301_6;F;2000;1200;0;3000;2400;2835
P207730301;P207730301_7;G;3000;1200;0;4000;2400;2835
P207730301;P207730301_8;H;3600;0;0;4600;1200;2835
P207730301;P207730301_9;I;4000;1200;0;5600;2400;2835
P207730301;P207730301_10;J;4600;0;0;5600;1200;2835
P207730301;P207730301_11;K;5600;0;0;6600;1200;2872
P207730301;P207730301_12;L;5600;1200;0;6600;2400;2835
P207730301;P207730301_13;M;6600;0;0;8200;1200;2835
P207730301;P207730301_14;N;6600;1200;0;7600;2400;2835
P207730301;P207730301_15;O;7600;1200;0;8600;2400;2835
P207730301;P207730301_16;P;8600;0;0;9600;1200;2340
P207730301;P207730301_17;Q;8600;1200;0;9600;2400;2835
P207730301;P207730301_18;R;9600;0;0;10800;1000;2829
P207730301;P207730301_19;S;9600;1200;0;10600;2400;1436
P207730301;P207730301_20;T;10600;1200;0;12200;2400;2835
P207730301;P207730301_21;U;10800;0;0;11800;1200;2835
P207730301;P207730301_22;V;11800;0;0;12800;1200;2913
P207730301;P207730301_23;W;12200;1200;0;13800;2400;2835
P207730301;P207730301_24;X;12800;0;0;13800;1200;2754
P207730301;P207730301_25;Y;13800;0;0;14800;1200;2865
P207730301;P207730301_26;Z;13800;1200;0;14800;2400;2835
