Id truck;Id stack;Stack code;X origin;Y origin;Z origin;X extremity;Y extremity;Z extremity
P191731005;P191731005_1;A;0;200;0;1200;1200;2660
P191731005;P191731005_2;B;0;1300;0;1000;2500;2340
P191731005;P191731005_3;C;1200;0;0;2800;1200;2700
P191731005;P191731005_4;D;2800;0;0;4800;1200;1045
P191731005;P191731005_5;E;2800;1200;0;4600;2400;2655
P191731005;P191731005_6;F;4800;0;0;6000;1000;2745
P191731005;P191731005_7;G;4800;1200;0;6400;2400;2700
P191731005;P191731005_8;H;6400;0;0;8005;1205;1480
P191731005;P191731005_9;I;6400;1205;0;8005;2410;2880
P191731005;P191731005_10;J;8005;95;0;9605;1295;2700
P191731005;P191731005_11;K;8005;1295;0;9605;2495;2520
P191731005;P191731005_12;L;9605;900;0;10805;2500;2700
P191731005;P191731005_13;M;10805;900;0;12005;2500;2700
P191731005;P191731005_14;N;12005;95;0;13610;1300;1950
P191731005;P191731005_15;O;12005;1300;0;13205;2300;2790
P191731005;P191731005_16;P;13610;95;0;14610;1295;2565
