Item ident;Supplier code;Supplier dock;Plant code;Plant dock;Product code;Package code;Number of items;Length;Width;Height;Weight;Nesting height;Stackability code;Forced orientation;Earliest arrival time;Latest arrival time;Inventory cost;Max stackability
0090018000_08062023000007;0029908700;;0090018000;X4;864304007R;ECA---0021;1;1200;1000;459;72,700;0;GERB--3551_1200_1000;none;202306270000;202306291140;11;100
0090018000_08062023000313;0029908700;;0090018000;X4;873123547R;SLI---0770;1;1200;1000;975;131,366;45;GERB--1213_1200_1000;none;202306270000;202306291650;2;100
0090018000_08062023000521;0029908700;;0090018000;X4;883054589R;SFDA--6640;1;1600;1200;930;169,960;45;GERB--1613_1600_1200;none;202306270000;202306292025;2;100
0090018000_08062023000827;0029908700;;0090018000;X4;886055930R;SFDA--6640;4;1600;1200;930;174,305;45;GERB--1613_1600_1200;none;202306270000;202306291140;2;100
0090018000_08062023000932;0029908700;;0090018000;X4;873123547R;SLI---0770;3;1200;1000;975;131,366;45;GERB--1213_1200_1000;none;202306270000;202306290740;2;100
0090018000_08062023002165;0029908700;;0090018000;X4;873701312R;SLI---0020;1;800;600;445;16,670;0;GERB--3543_800_600;none;202306270000;202306290740;8;100
0090018000_08062023002170;0029908700;;0090018000;X4;886055930R;SFDA--6640;1;1600;1200;930;174,305;45;GERB--1613_1600_1200;none;202306270000;202306291650;2;100
0090018000_08062023003444;0029908700;;0090018000;X4;864304007R;ECA---0021;1;1200;1000;459;72,700;0;GERB--3551_1200_1000;none;202306270000;202306292110;11;100
0090018000_08062023003730;0029908700;;0090018000;X4;883054589R;SFDA--6640;7;1600;1200;930;169,960;45;GERB--1613_1600_1200;none;202306270000;202306292110;2;100
0090018000_08062023005681;0029908700;;0090018000;X4;864304007R;ECA---0021;2;1200;1000;459;72,700;0;GERB--3551_1200_1000;none;202306270000;202306290740;11;100
0090018000_08062023005790;0029908700;;0090018000;X4;883054589R;SFDA--6640;9;1600;1200;930;169,960;45;GERB--1613_1600_1200;none;202306270000;202306290740;2;100
0090018000_08062023006360;0029908700;;0090018000;X4;886055930R;SFDA--6640;3;1600;1200;930;174,305;45;GERB--1613_1600_1200;none;202306270000;202306290740;2;100
0090018000_08062023006459;0029908700;;0090018000;X4;864300394R;ECA---0021;1;1200;1000;459;72,700;0;GERB--3551_1200_1000;none;202306270000;202306292110;14;100
0090018000_08062023006666;0029908700;;0090018000;X4;886055930R;SFDA--6640;5;1600;1200;930;174,305;45;GERB--1613_1600_1200;none;202306270000;202306292110;2;100
0090018000_08062023006893;0029908700;;0090018000;X4;873620570R;SLI---0770;3;1200;1000;975;131,366;45;GERB--1213_1200_1000;none;202306270000;202306291140;2;100
0090018000_08062023007240;0029908700;;0090018000;X4;873620570R;SLI---0770;3;1200;1000;975;131,366;45;GERB--1213_1200_1000;none;202306270000;202306292110;2;100
0090018000_08062023007575;0029908700;;0090018000;X4;873620570R;SLI---0770;3;1200;1000;975;131,366;45;GERB--1213_1200_1000;none;202306270000;202306290740;2;100
0090018000_08062023008328;0029908700;;0090018000;X4;864300394R;ECA---0021;1;1200;1000;459;72,700;0;GERB--3551_1200_1000;none;202306270000;202306290740;14;100
0090018000_08062023008568;0029908700;;0090018000;X4;883054589R;SFDA--6640;7;1600;1200;930;169,960;45;GERB--1613_1600_1200;none;202306270000;202306291140;2;100
0090018000_08062023008797;0029908700;;0090018000;X4;886055930R;SFDA--6640;1;1600;1200;930;174,305;45;GERB--1613_1600_1200;none;202306270000;202306292025;2;100
0090018000_08062023008924;0029908700;;0090018000;X4;873620570R;SLI---0770;1;1200;1000;975;131,366;45;GERB--1213_1200_1000;none;202306270000;202306291650;2;100
0090018000_08062023009990;0029908700;;0090018000;X4;883054589R;SFDA--6640;2;1600;1200;930;169,960;45;GERB--1613_1600_1200;none;202306270000;202306291650;2;100
0090018000_08062023010594;0029908700;;0090018000;X4;864304007R;ECA---0021;1;1200;1000;459;72,700;0;GERB--3551_1200_1000;none;202306270000;202306291650;11;100
0090018000_08062023011112;0029908700;;0090018000;X4;864300348R;ECA---0021;2;1200;1000;459;72,700;0;GERB--3551_1200_1000;none;202306270000;202306292110;14;100
0090018000_08062023013173;0029908700;;0090018000;X4;873123547R;SLI---0770;4;1200;1000;975;131,366;45;GERB--1213_1200_1000;none;202306270000;202306292110;2;100
0090018000_08062023013321;0029908700;;0090018000;X4;873123547R;SLI---0770;2;1200;1000;975;131,366;45;GERB--1213_1200_1000;none;202306270000;202306291140;2;100
