Id truck;Id stack;Stack code;X origin;Y origin;Z origin;X extremity;Y extremity;Z extremity
P192069127;P192069127_1;A;0;40;0;1800;1240;2340
P192069127;P192069127_2;B;0;1240;0;2000;2440;2875
P192069127;P192069127_3;C;1800;0;0;4200;1200;1900
P192069127;P192069127_4;D;2000;1200;0;4000;2400;2875
P192069127;P192069127_5;E;4000;1240;0;6400;2440;2000
P192069127;P192069127_6;F;4200;0;0;6600;1200;1620
P192069127;P192069127_7;G;6400;1200;0;7000;2000;560
P192069127;P192069127_8;H;6600;0;0;7800;1200;2200
P192069127;P192069127_9;I;7000;1240;0;9000;2440;2875
P192069127;P192069127_10;J;7800;40;0;9000;1240;2200
P192069127;P192069127_11;K;9000;0;0;11000;1200;2875
P192069127;P192069127_12;L;9000;1200;0;11000;2400;2875
P192069127;P192069127_13;M;11000;0;0;13400;1200;1800
P192069127;P192069127_14;N;11000;1240;0;13400;2440;2000
