Item ident;Supplier code;Supplier dock;Plant code;Plant dock;Product code;Package code;Number of items;Length;Width;Height;Weight;Nesting height;Stackability code;Forced orientation;Earliest arrival time;Latest arrival time;Inventory cost;Max stackability
0090016900_14062023000405;0000679301;;0090016900;169GB-20;651006069R;MTEM--5403;1;1200;1200;2200;316,180;45;GERB--0041_1200_1200;none;202307240000;202307270905;4;100
0090016900_14062023001866;0000679301;;0090016900;169GB-20;821009831R;MTEM--4633;1;1800;1200;2340;551,344;45;GERB--0088_1800_1200;none;202307240000;202307271750;10;100
0090016900_14062023003113;0000679301;;0090016900;169GB-20;8200665427;MTEM--4462;1;2400;1200;1620;457,104;45;GERB--0059_2400_1200;none;202307240000;202307271820;5;100
0090016900_14062023005171;0000679301;;0090016900;169GB-20;901008702R;MTEM--4631;1;2400;1200;2460;702,944;45;GERB--0059_2400_1200;none;202307240000;202307272230;15;100
0090016900_14062023012680;0000679301;;0090016900;169GB-20;821009831R;MTEM--4633;1;1800;1200;2340;551,344;45;GERB--0088_1800_1200;none;202307240000;202307271520;10;100
0090016900_14062023018025;0000679301;;0090016900;169GB-20;8200665427;MTEM--4462;1;2400;1200;1620;457,104;45;GERB--0059_2400_1200;none;202307240000;202307271020;5;100
0090016900_14062023020816;0000679301;;0090016900;169GB-20;8200665428;MTEM--4462;1;2400;1200;1620;402,944;45;GERB--0059_2400_1200;none;202307240000;202307272230;6;100
0090016900_14062023025164;0000679301;;0090016900;169GB-20;8200665427;MTEM--4462;1;2400;1200;1620;457,104;45;GERB--0059_2400_1200;none;202307240000;202307272210;5;100
0090016900_14062023032355;0000679301;;0090016900;169GB-20;8200665427;MTEM--4462;2;2400;1200;1620;457,104;45;GERB--0059_2400_1200;none;202307240000;202307272230;5;100
0090016900_14062023032755;0000679301;;0090016900;169GB-20;8200665427;MTEM--4462;1;2400;1200;1620;457,104;45;GERB--0059_2400_1200;none;202307240000;202307271635;5;100
0090016900_14062023038670;0000679301;;0090016900;169GB-20;774330005R;MTEM--5407;1;2200;1200;1760;555,072;45;GERB--0822_2200_1200;none;202307240000;202307271750;6;100
0090016900_14062023041524;0000679301;;0090016900;169GB-20;821009831R;MTEM--4633;1;1800;1200;2340;551,344;45;GERB--0088_1800_1200;none;202307240000;202307272150;10;100
0090016900_14062023044767;0000679301;;0090016900;169GB-20;651006069R;MTEM--5403;1;1200;1200;2200;316,180;45;GERB--0041_1200_1200;none;202307240000;202307272230;4;100
0090016900_14062023044880;0000679301;;0090016900;169GB-20;8200665427;MTEM--4462;1;2400;1200;1620;457,104;45;GERB--0059_2400_1200;none;202307240000;202307271520;5;100
