Id truck;Id stack;Stack code;X origin;Y origin;Z origin;X extremity;Y extremity;Z extremity
P208069007;P208069007_1;A;0;0;0;1200;2400;2460
P208069007;P208069007_2;B;1200;0;0;2400;2400;1620
P208069007;P208069007_3;C;2400;0;0;3600;2400;1620
P208069007;P208069007_4;D;3600;0;0;4800;2400;1620
P208069007;P208069007_5;E;4800;1240;0;6000;2440;2200
P208069007;P208069007_6;F;4800;0;0;7200;1200;1620
P208069007;P208069007_7;G;6000;1240;0;7800;2440;2340
P208069007;P208069007_8;H;7200;0;0;9600;1200;1620
P208069007;P208069007_9;I;7800;1240;0;10000;2440;1760
P208069007;P208069007_10;J;9600;0;0;11400;1200;2340
P208069007;P208069007_11;K;10000;1240;0;12400;2440;1620
P208069007;P208069007_12;L;11400;0;0;13200;1200;2340
