Item ident;Supplier code;Supplier dock;Plant code;Plant dock;Product code;Package code;Number of items;Length;Width;Height;Weight;Nesting height;Stackability code;Forced orientation;Earliest arrival time;Latest arrival time;Inventory cost;Max stackability
0090017100_14062023002314;0021448500;;0090017100;171GC120;769162691R;SFDA--4144;3;1200;1000;930;163,690;45;GERB--1213_1200_1000;none;202307110000;202307191105;1;100
0090017100_14062023002585;0021448500;;0090017100;171GC120;798528459R;SLI---0770;3;1200;1000;975;213,400;45;GERB--1213_1200_1000;none;202307110000;202307191715;7;100
0090017100_14062023004721;0021448500;;0090017100;171C12B;638459209R;SLI---0770;5;1200;1000;975;167,000;45;GERB--1213_1200_1000;none;202307110000;202307191715;2;100
0090017100_14062023005566;0021448500;;0090017100;171GC120;769121938R;SFDA--9116;3;1200;1000;975;164,054;45;GERB--1213_1200_1000;none;202307110000;202307191105;1;100
0090017100_14062023006707;0021448500;;0090017100;171C12B;638459209R;SLI---0770;2;1200;1000;975;167,000;45;GERB--1213_1200_1000;none;202307110000;202307191105;2;100
0090017100_14062023007165;0021448500;;0090017100;171GC120;769162691R;SFDA--4144;3;1200;1000;930;163,690;45;GERB--1213_1200_1000;none;202307110000;202307191715;1;100
0090017100_14062023007312;0021448500;;0090017100;171GC120;764634320R;SLI---0770;6;1200;1000;975;165,050;45;GERB--1213_1200_1000;none;202307110000;202307191715;3;100
0090017100_14062023007904;0021448500;;0090017100;171GC120;769131995R;SFDA--4143;1;1200;1000;930;171,520;45;GERB--1213_1200_1000;none;202307110000;202307191105;2;100
0090017100_14062023010423;0021448500;;0090017100;171GC120;767481698R;SLI---0770;1;1200;1000;975;147,268;45;GERB--1213_1200_1000;none;202307110000;202307191105;1;100
0090017100_14062023013074;0021448500;;0090017100;171C12B;767499731R;SLI---0770;6;1200;1000;975;147,268;45;GERB--1213_1200_1000;none;202307110000;202307191715;1;100
0090017100_14062023013981;0021448500;;0090017100;171GC120;769147768R;SFDA--4143;2;1200;1000;930;173,080;45;GERB--1213_1200_1000;none;202307110000;202307191105;2;100
0090017100_14062023015546;0021448500;;0090017100;171GC120;969941122R;SLI---0770;3;1200;1000;975;157,404;45;GERB--1213_1200_1000;none;202307110000;202307191105;3;100
0090017100_14062023015954;0021448500;;0090017100;171GC120;638455915R;SLI---0770;2;1200;1000;975;161,800;45;GERB--1213_1200_1000;none;202307110000;202307191105;2;100
0090017100_14062023017265;0021448500;;0090017100;171GC120;769365492R;SFDA--4147;1;1200;1000;930;130,780;45;GERB--1213_1200_1000;none;202307110000;202307191715;1;100
0090017100_14062023018223;0021448500;;0090017100;171C12;788B26631R;SLI---2112;1;1206;1010;1085;109,400;0;GERB--0528_1206_1010;none;202307110000;202307191105;2;100
0090017100_14062023019735;0021448500;;0090017100;171C12B;738544891R;SFDA--4808;1;1200;1000;930;163,540;45;GERB--1213_1200_1000;none;202307110000;202307191715;2;100
0090017100_14062023019962;0021448500;;0090017100;171GC120;769145239R;SFDA--4143;1;1200;1000;930;172,000;45;GERB--1213_1200_1000;none;202307110000;202307191105;3;100
0090017100_14062023021703;0021448500;;0090017100;171GC120;769F54021R;SLI---2112;1;1206;1010;1185;186,300;0;GERB--0528_1206_1010;none;202307110000;202307191105;3;100
0090017100_14062023022189;0021448500;;0090017100;171GC120;638455915R;SLI---0770;5;1200;1000;975;161,800;45;GERB--1213_1200_1000;none;202307110000;202307191715;2;100
0090017100_14062023022473;0021448500;;0090017100;171GC120;764623592R;SLI---0770;9;1200;1000;975;164,350;45;GERB--1213_1200_1000;none;202307110000;202307191715;3;100
0090017100_14062023022542;0021448500;;0090017100;171GC120;798528459R;SLI---0770;3;1200;1000;975;213,400;45;GERB--1213_1200_1000;none;202307110000;202307191105;7;100
0090017100_14062023023485;0021448500;;0090017100;171GC120;769143863R;SFDA--4143;1;1200;1000;930;172,096;45;GERB--1213_1200_1000;none;202307110000;202307191715;3;100
0090017100_14062023024581;0021448500;;0090017100;171GC120;739199712R;SLI---2112;1;1206;1010;1085;161,720;0;GERB--0528_1206_1010;none;202307110000;202307191715;8;100
0090017100_14062023024945;0021448500;;0090017100;171C12;638742087R;SLI---2112;1;1206;1010;385;50,740;0;GERB--0528_1206_1010;none;202307110000;202307191715;12;100
0090017100_14062023026836;0021448500;;0090017100;171GC120;769112853R;SFDA--9116;3;1200;1000;975;164,054;45;GERB--1213_1200_1000;none;202307110000;202307191105;1;100
0090017100_14062023027339;0021448500;;0090017100;171GC120;638442027R;SLI---0770;2;1200;1000;975;166,600;45;GERB--1213_1200_1000;none;202307110000;202307191105;2;100
0090017100_14062023028535;0021448500;;0090017100;171GC120;764623592R;SLI---0770;3;1200;1000;975;164,350;45;GERB--1213_1200_1000;none;202307110000;202307191105;3;100
0090017100_14062023028885;0021448500;;0090017100;171GC120;638442027R;SLI---0770;5;1200;1000;975;166,600;45;GERB--1213_1200_1000;none;202307110000;202307191715;2;100
0090017100_14062023029127;0021448500;;0090017100;171C12;638758176R;SLI---2112;1;1206;1010;385;50,740;0;GERB--0528_1206_1010;none;202307110000;202307191715;12;100
