Id truck; Id stack; Stack code; X origin; Y origin; Z origin; X extremity; Y extremity; Z extremity
P200050703;P200050703_1;A;0;0;0;1000;1200;2835
P200050703;P200050703_2;B;0;1240;0;1000;2440;2835
P200050703;P200050703_3;C;1000;1240;0;2000;2440;2835
P200050703;P200050703_4;D;1000;0;0;2000;1200;2835
P200050703;P200050703_5;E;2000;0;0;3000;1200;1860
P200050703;P200050703_6;F;2000;1234;0;3010;2440;1855
P200050703;P200050703_7;G;3000;0;0;4000;1200;2700
P200050703;P200050703_8;H;3010;1240;0;4010;2440;2835
P200050703;P200050703_9;I;4000;0;0;5000;1200;2835
P200050703;P200050703_10;J;4010;1240;0;5010;2440;2835
P200050703;P200050703_11;K;5000;0;0;6000;1200;2835
P200050703;P200050703_12;L;5010;1240;0;6010;2440;2835
P200050703;P200050703_13;M;6000;0;0;7000;1200;2835
P200050703;P200050703_14;N;6010;1240;0;7010;2440;2790
P200050703;P200050703_15;O;7000;0;0;8010;1206;2270
P200050703;P200050703_16;P;7010;1240;0;8010;2440;2790
P200050703;P200050703_17;Q;8010;1240;0;9010;2440;2835
P200050703;P200050703_18;R;8010;0;0;9010;1200;2835
P200050703;P200050703_19;S;9010;0;0;10010;1200;2835
P200050703;P200050703_20;T;9010;1240;0;10010;2440;2835
P200050703;P200050703_21;U;10010;1240;0;11010;2440;2835
P200050703;P200050703_22;V;10010;0;0;11010;1200;2700
P200050703;P200050703_23;W;11010;0;0;12010;1200;2835
P200050703;P200050703_24;X;11010;1240;0;12010;2440;2835
P200050703;P200050703_25;Y;12010;1440;0;13210;2440;2835
P200050703;P200050703_26;Z;12010;0;0;13010;1200;2790
