Supplier code;Supplier loading order;Supplier dock;Supplier dock loading order;Plant code;Plant dock;Plant dock loading order;Product code;Arrival time;Id truck;Length;Width;Height;Max weight;Stack with multiple docks;Max density;Max weight on the bottom item in stacks;Cost;EMmm;EMmr;CM;CJfm;CJfc;CJfh;EM;EJhr;EJcr;EJeh
0021448500;1;;1;0090017100;171C12;6;969903345R;202307191105;P200050703;13500;2440;3000;25000;0;1500;100000;1500;11500;31500;7808,000;3800;1040;3330;7300,000;7630;2350;1670
0021448500;1;;1;0090017100;171C12B;4;738556700R;202307191105;P200050703;13500;2440;3000;25000;0;1500;100000;1500;11500;31500;7808,000;3800;1040;3330;7300,000;7630;2350;1670
0021448500;1;;1;0090017100;171GC120;7;769360152R;202307191105;P200050703;13500;2440;3000;25000;0;1500;100000;1500;11500;31500;7808,000;3800;1040;3330;7300,000;7630;2350;1670
0021448500;1;;1;0090017100;171GC120;7;769141573R;202307191105;P200050703;13500;2440;3000;25000;0;1500;100000;1500;11500;31500;7808,000;3800;1040;3330;7300,000;7630;2350;1670
0021448500;1;;1;0090017100;171GC120;7;739179831R;202307191105;P200050703;13500;2440;3000;25000;0;1500;100000;1500;11500;31500;7808,000;3800;1040;3330;7300,000;7630;2350;1670
0021448500;1;;1;0090017100;171C12;6;638742087R;202307191105;P200050703;13500;2440;3000;25000;0;1500;100000;1500;11500;31500;7808,000;3800;1040;3330;7300,000;7630;2350;1670
0021448500;1;;1;0090017100;171GC120;7;739197210R;202307191105;P200050703;13500;2440;3000;25000;0;1500;100000;1500;11500;31500;7808,000;3800;1040;3330;7300,000;7630;2350;1670
0021448500;1;;1;0090017100;171GC120;7;739199712R;202307191105;P200050703;13500;2440;3000;25000;0;1500;100000;1500;11500;31500;7808,000;3800;1040;3330;7300,000;7630;2350;1670
0021448500;1;;1;0090017100;171C12;6;788B26631R;202307191105;P200050703;13500;2440;3000;25000;0;1500;100000;1500;11500;31500;7808,000;3800;1040;3330;7300,000;7630;2350;1670
0021448500;1;;1;0090017100;171C12B;4;638432274R;202307191105;P200050703;13500;2440;3000;25000;0;1500;100000;1500;11500;31500;7808,000;3800;1040;3330;7300,000;7630;2350;1670
0021448500;1;;1;0090017100;171GC120;7;769135169R;202307191105;P200050703;13500;2440;3000;25000;0;1500;100000;1500;11500;31500;7808,000;3800;1040;3330;7300,000;7630;2350;1670
0021448500;1;;1;0090017100;171C12;6;969814760R;202307191105;P200050703;13500;2440;3000;25000;0;1500;100000;1500;11500;31500;7808,000;3800;1040;3330;7300,000;7630;2350;1670
0021448500;1;;1;0090017100;171GC120;7;769365492R;202307191105;P200050703;13500;2440;3000;25000;0;1500;100000;1500;11500;31500;7808,000;3800;1040;3330;7300,000;7630;2350;1670
