Item ident;Supplier code;Supplier dock;Plant code;Plant dock;Product code;Package code;Number of items;Length;Width;Height;Weight;Nesting height;Stackability code;Forced orientation;Earliest arrival time;Latest arrival time;Inventory cost;Max stackability
0090016900_14062023000223;0001925700;;0090016900;169GD-50;684984629R;SLI---2112;2;1206;1010;285;39,500;0;GERB--0528_1206_1010;none;202307240000;202307270020;10;100
0090016900_14062023002368;0001925700;;0090016900;GRE1;681013162R;SFDA--9637;1;1200;1000;975;138,550;45;GERB--1213_1200_1000;none;202307240000;202307270020;3;100
0090016900_14062023002941;0001925700;;0090016900;GRE1;682401352R;SLI---2112;2;1206;1010;1085;131,000;0;GERB--0528_1206_1010;none;202307240000;202307270020;18;100
0090016900_14062023005848;0001925700;;0090016900;169GD-50;684989480R;SLI---2112;1;1206;1010;285;43,100;0;GERB--0528_1206_1010;none;202307240000;202307270020;19;100
0090016900_14062023008135;0001925700;;0090016900;GRE1;280384184R;SLI---2112;2;1206;1010;285;43,740;0;GERB--0528_1206_1010;none;202307240000;202307270020;14;100
0090016900_14062023008542;0001925700;;0090016900;GRE1;682602550R;SLI---2112;1;1206;1010;1181;166,200;0;GERB--0528_1206_1010;none;202307240000;202307270020;8;100
0090016900_14062023010478;0001925700;;0090016900;169GD-60;689206752R;SFDA--3075;3;1200;1000;750;123,400;45;GERB--1213_1200_1000;none;202307240000;202307270020;2;100
0090016900_14062023010532;0001925700;;0090016900;GRE1;272285406R;SLI---2112;3;1206;1010;485;50,700;0;GERB--0528_1206_1010;none;202307240000;202307270020;11;100
0090016900_14062023013434;0001925700;;0090016900;GRE1;689218894R;SLI---2112;4;1206;1010;1085;100,070;0;GERB--0528_1206_1010;none;202307240000;202307270020;5;100
0090016900_14062023013772;0001925700;;0090016900;GRE1;684308585R;SLI---2112;1;1206;1010;385;50,900;0;GERB--0528_1206_1010;none;202307240000;202307270020;10;100
0090016900_14062023013870;0001925700;;0090016900;GRE1;682609421R;SLI---2112;2;1206;1010;1085;98,720;0;GERB--0528_1206_1010;none;202307240000;202307270020;16;100
0090016900_14062023014794;0001925700;;0090016900;GRE1;682104354R;SLI---2112;2;1206;1010;485;62,820;0;GERB--0528_1206_1010;none;202307240000;202307270020;20;100
