Id truck;Id stack;Stack code;X origin;Y origin;Z origin;X extremity;Y extremity;Z extremity
P194065909;P194065909_1;A;0;0;0;1600;1200;2700
P194065909;P194065909_2;B;0;1206;0;1600;2406;2700
P194065909;P194065909_3;C;1600;0;0;2800;1600;2700
P194065909;P194065909_4;D;2800;6;0;4400;1206;2700
P194065909;P194065909_5;E;2800;1206;0;4400;2406;2700
P194065909;P194065909_6;F;4400;0;0;6000;1200;2865
P194065909;P194065909_7;G;4400;1200;0;6000;2400;2700
P194065909;P194065909_8;H;6000;0;0;7600;1200;2700
P194065909;P194065909_9;I;6000;1200;0;7600;2400;2865
P194065909;P194065909_10;J;7600;0;0;9200;1200;2700
P194065909;P194065909_11;K;7600;1200;0;9200;2400;2700
P194065909;P194065909_12;L;9200;0;0;10800;1200;2700
P194065909;P194065909_13;M;9200;1200;0;10800;2400;2700
P194065909;P194065909_14;N;10800;0;0;12400;1200;2700
P194065909;P194065909_15;O;10800;1200;0;11810;2406;2362
P194065909;P194065909_16;P;11810;1206;0;13410;2406;2865
P194065909;P194065909_17;Q;12400;0;0;13400;1200;2745
