Item ident;Supplier code;Supplier dock;Plant code;Plant dock;Product code;Package code;Number of items;Length;Width;Height;Weight;Nesting height;Stackability code;Forced orientation;Earliest arrival time;Latest arrival time;Inventory cost;Max stackability
0090016900_14062023000584;0001925700;;0090016900;GRF1;685002697R;SFDA--0129;1;1600;1200;750;174,800;45;GERB--1613_1600_1200;none;202307030000;202307041430;4;100
0090016900_14062023001583;0001925700;;0090016900;GRF1;681325282R;SLI---0770;1;1200;1000;975;153,960;45;GERB--1213_1200_1000;none;202307030000;202307041630;3;100
0090016900_14062023008585;0001925700;;0090016900;GRF1;682605388R;KFDA--0046;1;1209;1007;750;81,464;25;GERB--2034_1209_1007;none;202307030000;202307040040;5;100
0090016900_14062023009916;0001925700;;0090016900;GRF1;280389738R;SLI---0601;1;1200;1000;750;113,428;45;GERB--1213_1200_1000;none;202307030000;202307040040;3;100
0090016900_14062023012519;0001925700;;0090016900;GRF1;682113679R;KFDA--0045;2;1209;1007;750;76,127;25;GERB--2034_1209_1007;none;202307030000;202307040040;3;100
0090016900_14062023019555;0001925700;;0090016900;GRF1;682116715R;SFDA--9767;1;1200;1000;975;146,300;45;GERB--1213_1200_1000;none;202307030000;202307040040;3;100
0090016900_14062023023258;0001925700;;0090016900;GRF1;682000947R;ECM---6632;1;2400;2100;1490;518,600;45;GERB--1391_2400_2100;none;202307030000;202307040040;9;100
0090016900_14062023024791;0001925700;;0090016900;GRF1;682003577R;ECM---6632;8;2400;2100;1490;518,600;45;GERB--1391_2400_2100;none;202307030000;202307040040;7;100
0090016900_14062023026914;0001925700;;0090016900;GRF1;280381405R;SLI---0601;1;1200;1000;750;121,660;45;GERB--1213_1200_1000;none;202307030000;202307040040;3;100
0090016900_14062023029697;0001925700;;0090016900;GRF1;685002697R;SFDA--0129;4;1600;1200;750;174,800;45;GERB--1613_1600_1200;none;202307030000;202307040040;4;100
0090016900_14062023030420;0001925700;;0090016900;GRF1;681E24103R;KFDA--0050;1;1209;1007;750;193,324;25;GERB--2034_1209_1007;none;202307030000;202307040040;16;100
0090016900_14062023034011;0001925700;;0090016900;GRF1;682110116R;KFDA--0045;1;1209;1007;750;74,474;25;GERB--2034_1209_1007;none;202307030000;202307040040;3;100
0090016900_14062023040136;0001925700;;0090016900;GRF1;681325282R;SLI---0770;2;1200;1000;975;153,960;45;GERB--1213_1200_1000;none;202307030000;202307040040;3;100
0090016900_14062023041761;0001925700;;0090016900;GRF1;682103939R;KFDA--0048;1;1209;1007;750;98,141;25;GERB--2034_1209_1007;none;202307030000;202307040040;8;100
0090016900_14062023041921;0001925700;;0090016900;GRF1;682603805R;KFDA--0051;1;1209;1007;750;65,980;25;GERB--2034_1209_1007;none;202307030000;202307040040;6;100
0090016900_14062023043762;0001925700;;0090016900;GRF1;681014127R;SFDA--9637;1;1200;1000;975;138,406;45;GERB--1213_1200_1000;none;202307030000;202307040040;3;100
0090016900_14062023044243;0001925700;;0090016900;GRF1;685006535R;SFDA--0129;4;1600;1200;750;152,610;45;GERB--1613_1600_1200;none;202307030000;202307040040;2;100
