Id truck;Id stack;Stack code;X origin;Y origin;Z origin;X extremity;Y extremity;Z extremity
P207730301;P207730301_1;A;0;0;0;1600;1200;2835
P207730301;P207730301_2;B;0;1500;0;1200;2500;2035
P207730301;P207730301_3;C;1200;1200;0;2200;2400;2835
P207730301;P207730301_4;D;2200;900;0;3400;2500;2835
P207730301;P207730301_5;E;3400;0;0;4600;1000;2835
P207730301;P207730301_6;F;3400;1500;0;4600;2500;2753
P207730301;P207730301_7;G;4600;0;0;5600;1200;2610
P207730301;P207730301_8;H;4600;1500;0;5800;2500;2835
P207730301;P207730301_9;I;5600;0;0;6600;1200;2835
P207730301;P207730301_10;J;5800;1200;0;7000;2200;2610
P207730301;P207730301_11;K;6600;0;0;7800;1000;2835
P207730301;P207730301_12;L;7000;1300;0;8000;2500;2835
P207730301;P207730301_13;M;7800;0;0;9000;1000;2573
P207730301;P207730301_14;N;8000;1000;0;9000;2200;2932
P207730301;P207730301_15;O;9000;300;0;10200;1300;2579
P207730301;P207730301_16;P;9000;1500;0;10200;2500;2835
P207730301;P207730301_17;Q;10200;0;0;11800;1200;2835
P207730301;P207730301_18;R;10200;1300;0;11200;2500;2835
P207730301;P207730301_19;S;11200;1300;0;12800;2500;2835
P207730301;P207730301_20;T;11800;0;0;13400;1200;2835
P207730301;P207730301_21;U;12800;1300;0;13800;2500;2835
P207730301;P207730301_22;V;13400;0;0;14600;1000;2804
