Id truck;Id stack;Stack code;X origin;Y origin;Z origin;X extremity;Y extremity;Z extremity
P200050703;P200050703_1;A;0;6;0;1000;1206;2835
P200050703;P200050703_2;B;0;1240;0;1000;2440;2835
P200050703;P200050703_3;C;1000;200;0;2200;1200;1860
P200050703;P200050703_4;D;1000;1206;0;2200;2206;2835
P200050703;P200050703_5;E;2200;0;0;3210;1206;1855
P200050703;P200050703_6;F;2200;1206;0;3200;2406;2835
P200050703;P200050703_7;G;3200;1240;0;4400;2240;2835
P200050703;P200050703_8;H;3210;0;0;4210;1200;2790
P200050703;P200050703_9;I;4400;240;0;5600;1240;2835
P200050703;P200050703_10;J;4400;1240;0;5400;2440;2835
P200050703;P200050703_11;K;5600;0;0;6600;1200;2835
P200050703;P200050703_12;L;5600;1206;0;6800;2206;2835
P200050703;P200050703_13;M;6600;190;0;7806;1200;2270
P200050703;P200050703_14;N;6800;1240;0;7800;2440;2835
P200050703;P200050703_15;O;7800;1240;0;8800;2440;2835
P200050703;P200050703_16;P;7806;0;0;8806;1200;2835
P200050703;P200050703_17;Q;8806;0;0;9806;1200;2790
P200050703;P200050703_18;R;8806;1200;0;10006;2200;2835
P200050703;P200050703_19;S;9806;200;0;11006;1200;2835
P200050703;P200050703_20;T;10006;1240;0;11006;2440;2835
P200050703;P200050703_21;U;11006;200;0;12206;1200;2835
P200050703;P200050703_22;V;11006;1200;0;12206;2200;2790
P200050703;P200050703_23;W;12206;0;0;13206;1200;2790
P200050703;P200050703_24;X;12206;1200;0;13206;2400;2790
