Item ident;Supplier code;Supplier dock;Plant code;Plant dock;Product code;Package code;Number of items;Length;Width;Height;Weight;Nesting height;Stackability code;Forced orientation;Earliest arrival time;Latest arrival time;Inventory cost;Max stackability
0090018000_08062023000173;0043339700;;0090018000;X1;850700639R;SLI---1271;1;1600;1200;975;187,720;45;GERB--1613_1600_1200;none;202307170000;202307180750;3;100
0090018000_08062023000247;0043339700;;0090018000;X1;769151408R;SLI---0770;2;1200;1000;975;134,920;45;GERB--1213_1200_1000;none;202307170000;202307181130;1;100
0090018000_08062023001041;0043339700;;0090018000;X1;484725090R;ECA---0021;1;1200;1000;1057;101,550;0;GERB--3551_1200_1000;none;202307170000;202307180750;3;100
0090018000_08062023001420;0043339700;;0090018000;X1;769362610R;SLI---0601;1;1200;1000;750;106,030;45;GERB--1213_1200_1000;none;202307170000;202307180750;2;100
0090018000_08062023001529;0043339700;;0090018000;X1;682605480R;ECA---0021;1;1200;1000;459;44,640;0;GERB--3551_1200_1000;none;202307170000;202307181130;19;100
0090018000_08062023002139;0043339700;;0090018000;X1;909006477R;SLI---0770;1;1200;1000;975;142,590;45;GERB--1213_1200_1000;none;202307170000;202307180750;2;100
0090018000_08062023002284;0043339700;;0090018000;X1;769346765R;SLI---0770;1;1200;1000;975;152,112;45;GERB--1213_1200_1000;none;202307170000;202307181130;2;100
0090018000_08062023002579;0043339700;;0090018000;X1;484722442R;ECA---0021;1;1200;1000;1057;98,310;0;GERB--3551_1200_1000;none;202307170000;202307180750;3;100
0090018000_08062023002801;0043339700;;0090018000;X1;638754730R;ECA---0021;1;1200;1000;1057;114,480;0;GERB--3551_1200_1000;none;202307170000;202307181130;4;100
0090018000_08062023002805;0043339700;;0090018000;X1;769377743R;SLI---0601;1;1200;1000;750;106,030;45;GERB--1213_1200_1000;none;202307170000;202307180750;2;100
0090018000_08062023002927;0043339700;;0090018000;X1;802920414R;ECA---0021;1;1200;1000;459;54,240;0;GERB--3551_1200_1000;none;202307170000;202307181130;6;100
0090018000_08062023003148;0043339700;;0090018000;X1;769377743R;SLI---0601;2;1200;1000;750;106,030;45;GERB--1213_1200_1000;none;202307170000;202307181130;2;100
0090018000_08062023003233;0043339700;;0090018000;X1;769359302R;SLI---0770;1;1200;1000;975;152,112;45;GERB--1213_1200_1000;none;202307170000;202307181130;2;100
0090018000_08062023003338;0043339700;;0090018000;X1;620927800R;SLI---0771;1;1200;1000;975;149,310;45;GERB--1213_1200_1000;none;202307170000;202307181130;2;100
0090018000_08062023003345;0043339700;;0090018000;X1;909006477R;SLI---0770;5;1200;1000;975;142,590;45;GERB--1213_1200_1000;none;202307170000;202307181130;2;100
0090018000_08062023003610;0043339700;;0090018000;X1;682603635R;ECA---0021;1;1200;1000;459;47,020;0;GERB--3551_1200_1000;none;202307170000;202307180750;16;100
