Id truck;Id stack;Stack code;X origin;Y origin;Z origin;X extremity;Y extremity;Z extremity
P172039503;P172039503_1;A;0;0;0;1010;1206;2576
P172039503;P172039503_2;B;0;1240;0;2500;2440;1490
P172039503;P172039503_3;C;1010;0;0;2010;1200;2835
P172039503;P172039503_4;D;2010;0;0;3010;1200;2835
P172039503;P172039503_5;E;2500;1234;0;3510;2440;2782
P172039503;P172039503_6;F;3010;0;0;4910;1200;2865
P172039503;P172039503_7;G;3510;1240;0;5410;2440;2865
P172039503;P172039503_8;H;4910;0;0;5920;1206;2782
P172039503;P172039503_9;I;5410;1234;0;6420;2440;2961
P172039503;P172039503_10;J;5920;0;0;6930;1206;2576
P172039503;P172039503_11;K;6420;1240;0;8920;2440;1490
P172039503;P172039503_12;L;6930;0;0;8830;1200;1455
P172039503;P172039503_13;M;8830;0;0;9830;1200;2835
P172039503;P172039503_14;N;8920;1240;0;9920;2440;2835
P172039503;P172039503_15;O;9830;0;0;10840;1206;2846
P172039503;P172039503_16;P;9920;1234;0;10930;2440;2059
P172039503;P172039503_17;Q;10840;0;0;13340;1200;1490
P172039503;P172039503_18;R;10930;1240;0;13430;2440;1490
