Item ident;Supplier code;Supplier dock;Plant code;Plant dock;Product code;Package code;Number of items;Length;Width;Height;Weight;Nesting height;Stackability code;Forced orientation;Earliest arrival time;Latest arrival time;Inventory cost;Max stackability
0090016200_14062023000980;0003043102;;0090016200;G014B1;749027591R;ECM---5743;2;1962;1612;975;423,200;45;GERB--8777_1962_1612;none;202307240000;202307252045;9;100
0090016200_14062023001445;0003043102;;0090016200;G014B1;749021220R;ECM---5743;2;1962;1612;975;423,600;45;GERB--8777_1962_1612;none;202307210000;202307242045;9;100
0090016200_14062023003778;0003043102;;0090016200;G014B1;749027591R;ECM---5743;3;1962;1612;975;423,200;45;GERB--8777_1962_1612;none;202307210000;202307242045;9;100
0090016200_14062023008362;0003043102;;0090016200;G014B1;749020376R;ECM---5743;1;1962;1612;975;420,360;45;GERB--8777_1962_1612;none;202307210000;202307242045;17;100
0090016200_14062023011117;0003043102;;0090016200;G014B1;849028902R;ECM---5733;1;1962;1612;1450;321,000;45;GERB--8777_1962_1612;none;202307210000;202307242045;9;100
0090016200_14062023013532;0003043102;;0090016200;G014B1;849022931R;ECM---5730;1;1950;1600;1450;607,700;45;GERB--2189_1950_1600;none;202307240000;202307252045;23;100
0090016200_14062023015283;0003043102;;0090016200;G014B1;849022931R;ECM---5730;1;1950;1600;1450;607,700;45;GERB--2189_1950_1600;none;202307210000;202307242045;23;100
0090016200_14062023021540;0003043102;;0090016200;G014B1;849029052R;ECM---5730;1;1950;1600;1450;558,000;45;GERB--2189_1950_1600;none;202307210000;202307242045;39;100
0090016200_14062023029445;0003043102;;0090016200;G043G;679001622R;ECM---8576;16;1675;1200;1450;190,480;45;GERB--0577_1675_1200;none;202307210000;202307242045;3;100
0090016200_14062023035274;0003043102;;0090016200;G043G;749657053R;SLI---2112;2;1206;1010;1391;83,960;0;GERB--0528_1206_1010;none;202307210000;202307242045;3;100
