Id truck; Id stack; Stack code; X origin; Y origin; Z origin; X extremity; Y extremity; Z extremity
P194730301;P194730301_1;A;0;1300;0;1600;2500;2835
P194730301;P194730301_2;B;0;0;0;1600;1200;2835
P194730301;P194730301_3;C;1600;0;0;3200;1200;2835
P194730301;P194730301_4;D;1600;1300;0;3200;2500;2835
P194730301;P194730301_5;E;3200;1300;0;4200;2500;2835
P194730301;P194730301_6;F;3200;0;0;4200;1200;2733
P194730301;P194730301_7;G;4200;0;0;5200;1200;2835
P194730301;P194730301_8;H;4200;1300;0;5200;2500;2835
P194730301;P194730301_9;I;5200;1300;0;7100;2500;2865
P194730301;P194730301_10;J;5200;0;0;6200;1200;2835
P194730301;P194730301_11;K;6200;0;0;7200;1200;2610
P194730301;P194730301_12;L;7100;1300;0;8100;2500;2865
P194730301;P194730301_13;M;7200;0;0;8200;1200;2835
P194730301;P194730301_14;N;8100;1300;0;9100;2500;2835
P194730301;P194730301_15;O;8200;0;0;9200;1200;2842
P194730301;P194730301_16;P;9100;1300;0;10700;2500;2835
P194730301;P194730301_17;Q;9200;0;0;10200;1200;2872
P194730301;P194730301_18;R;10200;0;0;11200;1200;2932
P194730301;P194730301_19;S;10700;1300;0;11700;2500;2610
P194730301;P194730301_20;T;11200;0;0;12200;1200;2918
P194730301;P194730301_21;U;11700;1300;0;12700;2500;2865
P194730301;P194730301_22;V;12200;0;0;13200;1200;2565
P194730301;P194730301_23;W;12700;1300;0;13700;2500;2865
P194730301;P194730301_24;X;13200;0;0;14200;1200;2835
P194730301;P194730301_25;Y;13700;1500;0;14900;2500;2913
