Item ident;Supplier code;Supplier dock;Plant code;Plant dock;Product code;Package code;Number of items;Length;Width;Height;Weight;Nesting height;Stackability code;Forced orientation;Earliest arrival time;Latest arrival time;Inventory cost;Max stackability
0090018000_08062023000357;0043339700;;0090018000;X1;985P18630R;ECA---0021;1;1200;1000;459;51,740;0;GERB--3551_1200_1000;none;202307120000;202307130750;9;100
0090018000_08062023000455;0043339700;;0090018000;X1;684705723R;ECA---0021;1;1200;1000;359;24,912;0;GERB--3551_1200_1000;none;202307120000;202307130750;80;100
0090018000_08062023000806;0043339700;;0090018000;X1;850908990R;SLI---1271;2;1600;1200;975;197,164;45;GERB--1613_1600_1200;none;202307120000;202307130750;3;100
0090018000_08062023001164;0043339700;;0090018000;X1;769377743R;SLI---0601;4;1200;1000;750;106,030;45;GERB--1213_1200_1000;none;202307120000;202307130750;2;100
0090018000_08062023001258;0043339700;;0090018000;X1;849E48293R;ECA---0021;1;1200;1000;259;20,658;0;GERB--3551_1200_1000;none;202307120000;202307130750;16;100
0090018000_08062023001823;0043339700;;0090018000;X1;251632713R;ECA---0021;1;1200;1000;758;76,500;0;GERB--3551_1200_1000;none;202307130000;202307140750;6;100
0090018000_08062023002019;0043339700;;0090018000;X1;622237654R;ECA---0021;1;1200;1000;359;59,475;0;GERB--3551_1200_1000;none;202307120000;202307130750;9;100
0090018000_08062023002203;0043339700;;0090018000;X1;769370345R;SLI---0770;5;1200;1000;975;132,804;45;GERB--1213_1200_1000;none;202307130000;202307140750;1;100
0090018000_08062023002217;0043339700;;0090018000;X1;909305409R;ECA---0021;1;1200;1000;1057;106,500;0;GERB--3551_1200_1000;none;202307120000;202307130750;4;100
0090018000_08062023002964;0043339700;;0090018000;X1;628174300R;ECA---0021;1;1200;1000;459;37,350;0;GERB--3551_1200_1000;none;202307120000;202307130750;11;100
0090018000_08062023003501;0043339700;;0090018000;X1;769362610R;SLI---0601;3;1200;1000;750;106,030;45;GERB--1213_1200_1000;none;202307120000;202307130750;2;100
0090018000_08062023003563;0043339700;;0090018000;X1;484722442R;ECA---0021;1;1200;1000;1057;98,310;0;GERB--3551_1200_1000;none;202307120000;202307130750;3;100
0090018000_08062023003606;0043339700;;0090018000;X1;638A89206R;ECA---0021;1;1200;1000;1057;125,190;0;GERB--3551_1200_1000;none;202307130000;202307140750;4;100
0090018000_08062023004065;0043339700;;0090018000;X1;682406061R;ECA---0021;1;1200;1000;459;48,560;0;GERB--3551_1200_1000;none;202307130000;202307140750;4;100
0090018000_08062023004203;0043339700;;0090018000;X1;622228612R;ECA---0021;1;1200;1000;359;37,895;0;GERB--3551_1200_1000;none;202307120000;202307130750;31;100
0090018000_08062023004309;0043339700;;0090018000;X1;802920414R;ECA---0021;1;1200;1000;459;54,240;0;GERB--3551_1200_1000;none;202307120000;202307130750;6;100
0090018000_08062023004503;0043339700;;0090018000;X1;684106814R;ECA---0021;1;1200;1000;359;52,750;0;GERB--3551_1200_1000;none;202307120000;202307130750;44;100
0090018000_08062023004721;0043339700;;0090018000;X1;261A20711R;ECA---0021;1;1200;1000;459;55,200;0;GERB--3551_1200_1000;none;202307120000;202307130750;5;100
0090018000_08062023004934;0043339700;;0090018000;X1;682605480R;ECA---0021;1;1200;1000;758;71,280;0;GERB--3551_1200_1000;none;202307120000;202307130750;19;100
0090018000_08062023005158;0043339700;;0090018000;X1;682406061R;ECA---0021;1;1200;1000;1057;109,680;0;GERB--3551_1200_1000;none;202307120000;202307130750;4;100
0090018000_08062023005254;0043339700;;0090018000;X1;850700639R;SLI---1271;1;1600;1200;975;187,720;45;GERB--1613_1600_1200;none;202307130000;202307140750;3;100
0090018000_08062023005628;0043339700;;0090018000;X1;850908990R;SLI---1271;3;1600;1200;975;197,164;45;GERB--1613_1600_1200;none;202307130000;202307140750;3;100
0090018000_08062023005896;0043339700;;0090018000;X1;768503371R;SLI---1101;1;1900;1200;750;257,460;45;GERB--0109_1900_1200;none;202307130000;202307140750;5;100
0090018000_08062023005988;0043339700;;0090018000;X1;769364393R;SLI---0770;5;1200;1000;975;132,804;45;GERB--1213_1200_1000;none;202307130000;202307140750;1;100
0090018000_08062023006253;0043339700;;0090018000;X1;620927800R;SLI---0771;1;1200;1000;975;149,310;45;GERB--1213_1200_1000;none;202307130000;202307140750;2;100
0090018000_08062023006256;0043339700;;0090018000;X1;850452398R;ECA---0021;1;1200;1000;459;64,650;0;GERB--3551_1200_1000;none;202307130000;202307140750;7;100
0090018000_08062023007177;0043339700;;0090018000;X1;802931259R;ECA---0021;1;1200;1000;459;54,240;0;GERB--3551_1200_1000;none;202307120000;202307130750;6;100
0090018000_08062023007399;0043339700;;0090018000;X1;484717353R;ECA---0021;1;1200;1000;359;51,500;0;GERB--3551_1200_1000;none;202307120000;202307130750;14;100
0090018000_08062023007539;0043339700;;0090018000;X1;462678493R;SLI---1271;1;1600;1200;975;246,900;45;GERB--1613_1600_1200;none;202307130000;202307140750;4;100
0090018000_08062023007691;0043339700;;0090018000;X1;623103505R;SLI---0770;1;1200;1000;975;153,088;45;GERB--1213_1200_1000;none;202307130000;202307140750;2;100
0090018000_08062023007924;0043339700;;0090018000;X1;849934312R;SLI---0771;1;1200;1000;975;155,680;45;GERB--1213_1200_1000;none;202307120000;202307130750;4;100
0090018000_08062023007925;0043339700;;0090018000;X1;769121432R;ECA---0021;1;1200;1000;943;88,470;0;GERB--3551_1200_1000;none;202307120000;202307130750;3;100
0090018000_08062023008266;0043339700;;0090018000;X1;622542316R;SLI---0770;2;1200;1000;975;164,970;45;GERB--1213_1200_1000;none;202307120000;202307130750;3;100
0090018000_08062023008499;0043339700;;0090018000;X1;768503371R;SLI---1101;1;1900;1200;750;257,460;45;GERB--0109_1900_1200;none;202307120000;202307130750;5;100
0090018000_08062023009000;0043339700;;0090018000;X1;269161639R;ECA---0021;1;1200;1000;421;47,022;0;GERB--3551_1200_1000;none;202307130000;202307140750;3;100
0090018000_08062023009243;0043339700;;0090018000;X1;764368735R;ECA---0021;1;1200;1000;459;64,840;0;GERB--3551_1200_1000;none;202307120000;202307130750;7;100
0090018000_08062023009524;0043339700;;0090018000;X1;261A36272R;ECA---0021;1;1200;1000;459;55,200;0;GERB--3551_1200_1000;none;202307120000;202307130750;5;100
0090018000_08062023009663;0043339700;;0090018000;X1;768518016R;SLI---1101;2;1900;1200;750;257,460;45;GERB--0109_1900_1200;none;202307120000;202307130750;5;100
0090018000_08062023010438;0043339700;;0090018000;X1;269115341R;ECA---0021;1;1200;1000;421;46,866;0;GERB--3551_1200_1000;none;202307130000;202307140750;3;100
0090018000_08062023010502;0043339700;;0090018000;X1;681328547R;SLI---0601;3;1200;1000;750;119,080;45;GERB--1213_1200_1000;none;202307130000;202307140750;2;100
0090018000_08062023010597;0043339700;;0090018000;X1;601989787R;ECA---0021;1;1200;1000;459;47,140;0;GERB--3551_1200_1000;none;202307120000;202307130750;3;100
0090018000_08062023010784;0043339700;;0090018000;X1;484710740R;ECA---0021;1;1200;1000;459;52,450;0;GERB--3551_1200_1000;none;202307120000;202307130750;5;100
0090018000_08062023011463;0043339700;;0090018000;X1;681328547R;SLI---0601;3;1200;1000;750;119,080;45;GERB--1213_1200_1000;none;202307120000;202307130750;2;100
0090018000_08062023011604;0043339700;;0090018000;X1;769115976R;ECA---0021;1;1200;1000;943;88,470;0;GERB--3551_1200_1000;none;202307120000;202307130750;3;100
