Id truck;Id stack;Stack code;X origin;Y origin;Z origin;X extremity;Y extremity;Z extremity
P207069009;P207069009_1;A;0;0;0;1200;2400;2000
P207069009;P207069009_2;B;1200;0;0;3600;1200;2460
P207069009;P207069009_3;C;1200;1200;0;3600;2400;2460
P207069009;P207069009_4;D;3600;0;0;4800;2400;1900
P207069009;P207069009_5;E;4800;0;0;6000;2400;2000
P207069009;P207069009_6;F;6000;0;0;8400;1200;2460
P207069009;P207069009_7;G;6000;1200;0;8400;2400;2460
P207069009;P207069009_8;H;8400;0;0;10800;1200;2460
P207069009;P207069009_9;I;8400;1200;0;10800;2400;2460
P207069009;P207069009_10;J;10800;0;0;13200;1200;2460
P207069009;P207069009_11;K;10800;1200;0;12600;2400;2340
