Item ident;Supplier code;Supplier dock;Plant code;Plant dock;Product code;Package code;Number of items;Length;Width;Height;Weight;Nesting height;Stackability code;Forced orientation;Earliest arrival time;Latest arrival time;Inventory cost;Max stackability
0090016900_08062023001899;0000679301;;0090016900;169GB-20;821002392R;MTEM--4633;1;1800;1200;2340;502,192;45;GERB--0088_1800_1200;none;202306160000;202306212230;9;100
0090016900_08062023002572;0000679301;;0090016900;169GB-20;774330001R;MTEM--5405;1;2400;1200;2000;580,000;45;GERB--0059_2400_1200;none;202306190000;202306220200;7;100
0090016900_08062023006514;0000679301;;0090016900;169GB-20;774330001R;MTEM--5405;1;2400;1200;2000;580,000;45;GERB--0059_2400_1200;none;202306190000;202306220100;7;100
0090016900_08062023012003;0000679301;;0090016900;169GB-20;801010019R;MTEM--4627;2;2000;1200;1460;464,768;45;GERB--0121_2000_1200;none;202306160000;202306212230;8;100
0090016900_08062023015251;0000679301;;0090016900;169GB-20;821002826R;MTEM--4633;1;1800;1200;2340;479,544;45;GERB--0088_1800_1200;none;202306160000;202306212230;9;100
0090016900_08062023016503;0000679301;;0090016900;169GB-20;760335045R;MTEM--4461;2;2400;1200;1900;518,208;45;GERB--0059_2400_1200;none;202306190000;202306220200;6;100
0090016900_08062023018423;0000679301;;0090016900;169GB-20;8200665427;MTEM--4462;1;2400;1200;1620;457,104;45;GERB--0059_2400_1200;none;202306190000;202306220200;5;100
0090016900_08062023019979;0000679301;;0090016900;169GB-20;774330003R;MTEM--5406;1;2400;1200;1740;532,112;45;GERB--0059_2400_1200;none;202306160000;202306212230;6;100
0090016900_08062023023474;0000679301;;0090016900;169GB-20;774330005R;MTEM--5407;1;2200;1200;1760;555,072;45;GERB--0822_2200_1200;none;202306160000;202306212230;6;100
0090016900_08062023025218;0000679301;;0090016900;169GB-20;801008339R;MTEM--4628;3;2000;1200;1460;467,984;45;GERB--0121_2000_1200;none;202306160000;202306212230;8;100
0090016900_08062023025913;0000679301;;0090016900;169GB-20;8200784277;MTEM--4465;1;2400;1200;2500;384,952;45;GERB--0059_2400_1200;none;202306160000;202306212230;6;100
0090016900_08062023028732;0000679301;;0090016900;169GB-20;774330001R;MTEM--5405;1;2400;1200;2000;580,000;45;GERB--0059_2400_1200;none;202306160000;202306212230;7;100
0090016900_08062023036515;0000679301;;0090016900;169GB-20;8200665427;MTEM--4462;1;2400;1200;1620;457,104;45;GERB--0059_2400_1200;none;202306190000;202306220520;5;100
0090016900_08062023036631;0000679301;;0090016900;169GB-20;760335045R;MTEM--4461;1;2400;1200;1900;518,208;45;GERB--0059_2400_1200;none;202306190000;202306220100;6;100
