Id truck;Id stack;Stack code;X origin;Y origin;Z origin;X extremity;Y extremity;Z extremity
P208069007;P208069007_1;A;0;0;0;1200;2400;1620
P208069007;P208069007_2;B;1200;0;0;3600;1200;1620
P208069007;P208069007_3;C;1200;1200;0;3600;2400;1620
P208069007;P208069007_4;D;3600;40;0;6000;1240;1620
P208069007;P208069007_5;E;3600;1240;0;6000;2440;1620
P208069007;P208069007_6;F;6000;0;0;7200;2400;2460
P208069007;P208069007_7;G;7200;0;0;8400;1800;2340
P208069007;P208069007_8;H;8400;40;0;9600;1240;2200
P208069007;P208069007_9;I;8400;1240;0;10200;2440;2340
P208069007;P208069007_10;J;9600;0;0;12000;1200;1620
P208069007;P208069007_11;K;10200;1240;0;12000;2440;2340
P208069007;P208069007_12;L;12000;0;0;13200;2400;1620
