Item ident;Supplier code;Supplier dock;Plant code;Plant dock;Product code;Package code;Number of items;Length;Width;Height;Weight;Nesting height;Stackability code;Forced orientation;Earliest arrival time;Latest arrival time;Inventory cost;Max stackability
0090016200_08062023000597;0007204717;;0090016200;G043G;878A60023R;SLI---2112;1;1206;1010;385;35,000;0;GERB--0528_1206_1010;none;202307260000;202307271000;60;100
0090016200_08062023004696;0006276700;;0090016200;G043G;739012274R;ECM---4782;1;2700;1500;1250;357,250;45;GERB--2433_2700_1500;none;202307270000;202307281530;7;100
0090016200_08062023005895;0006276700;;0090016200;G043G;739017786R;ECM---8570;1;1600;1200;1250;157,856;45;GERB--1613_1600_1200;none;202307270000;202307281530;3;100
0090016200_08062023007581;0007204717;;0090016200;G043G;878A19273R;SFDA--0145;1;1600;1200;750;191,148;45;GERB--1613_1600_1200;none;202307270000;202307281000;4;100
0090016200_08062023009071;0007204717;;0090016200;G043G;792622270R;ECM---5734;2;1600;1200;1450;275,856;45;GERB--1613_1600_1200;none;202307260000;202307271000;13;100
0090016200_08062023009352;0006276700;;0090016200;G043G;739017451R;ECM---5612;2;1600;1200;1250;186,356;45;GERB--1612_1600_1200;none;202307270000;202307281530;3;100
0090016200_08062023011108;0007204717;;0090016200;G043G;878A17569R;SFDA--0145;1;1600;1200;750;191,148;45;GERB--1613_1600_1200;none;202307270000;202307281000;4;100
0090016200_08062023013193;0007204717;;0090016200;G043G;878A19273R;SFDA--0145;1;1600;1200;750;191,148;45;GERB--1613_1600_1200;none;202307260000;202307271000;4;100
0090016200_08062023017899;0007204717;;0090016200;G043G;878A15204R;SFDA--0145;2;1600;1200;750;194,844;45;GERB--1613_1600_1200;none;202307260000;202307271000;4;100
0090016200_08062023018966;0007204717;;0090016200;G043G;792662313R;SFDA--0144;3;1600;1200;750;151,803;45;GERB--1613_1600_1200;none;202307270000;202307281000;3;100
0090016200_08062023026592;0007204717;;0090016200;G043G;878A60023R;SLI---2112;1;1206;1010;385;27,200;0;GERB--0528_1206_1010;none;202307270000;202307281000;30;100
0090016200_08062023027297;0006276700;;0090016200;G043G;739017451R;ECM---5612;2;1600;1200;1250;186,356;45;GERB--1612_1600_1200;none;202307270000;202307281000;3;100
0090016200_08062023027505;0006276700;;0090016200;G043G;739013456R;ECM---5731;1;2750;1500;1250;329,375;45;GERB--2190_2750_1500;none;202307260000;202307271000;7;100
0090016200_08062023028893;0006276700;;0090016200;G043G;739013456R;ECM---5731;1;2750;1500;1250;329,375;45;GERB--2190_2750_1500;none;202307270000;202307281000;7;100
0090016200_08062023031032;0007204717;;0090016200;G043G;792662313R;SFDA--0144;9;1600;1200;750;151,803;45;GERB--1613_1600_1200;none;202307260000;202307271000;3;100
0090016200_08062023031338;0007204717;;0090016200;G043G;878A17569R;SFDA--0145;5;1600;1200;750;191,148;45;GERB--1613_1600_1200;none;202307260000;202307271000;4;100
0090016200_08062023033752;0007204717;;0090016200;G043G;792622270R;ECM---5734;1;1600;1200;1450;275,856;45;GERB--1613_1600_1200;none;202307270000;202307281000;13;100
0090016200_08062023034215;0007204717;;0090016200;G043G;878A15204R;SFDA--0145;2;1600;1200;750;194,844;45;GERB--1613_1600_1200;none;202307270000;202307281000;4;100
0090016200_08062023034253;0006276700;;0090016200;G043G;739012274R;ECM---4782;1;2700;1500;1250;357,250;45;GERB--2433_2700_1500;none;202307260000;202307271530;7;100
