Id truck;Id stack;Stack code;X origin;Y origin;Z origin;X extremity;Y extremity;Z extremity
P194730301;P194730301_1;A;0;0;0;1000;1200;2755
P194730301;P194730301_2;B;0;1300;0;1000;2500;2755
P194730301;P194730301_3;C;1000;0;0;2000;1200;2573
P194730301;P194730301_4;D;1000;1200;0;2000;2400;2918
P194730301;P194730301_5;E;2000;0;0;3900;1200;2865
P194730301;P194730301_6;F;2000;1200;0;3000;2400;2790
P194730301;P194730301_7;G;3000;1200;0;4000;2400;2938
P194730301;P194730301_8;H;3900;200;0;5100;1200;2865
P194730301;P194730301_9;I;5100;1200;0;6300;2200;2835
P194730301;P194730301_10;J;6300;1200;0;7900;2400;2835
P194730301;P194730301_11;K;7900;0;0;8900;1200;2865
P194730301;P194730301_12;L;7900;1200;0;9100;2200;2865
P194730301;P194730301_13;M;8900;0;0;9900;1200;2793
P194730301;P194730301_14;N;9100;1200;0;10700;2400;2835
P194730301;P194730301_15;O;10700;0;0;11700;1200;2932
P194730301;P194730301_16;P;10700;1200;0;11700;2400;2835
P194730301;P194730301_17;Q;11700;0;0;13300;1200;2835
P194730301;P194730301_18;R;11700;1300;0;13300;2500;2835
P194730301;P194730301_19;S;13300;0;0;14300;1200;2835
P194730301;P194730301_20;T;13300;1300;0;14900;2500;2835
