Item ident;Supplier code;Supplier dock;Plant code;Plant dock;Product code;Package code;Number of items;Length;Width;Height;Weight;Nesting height;Stackability code;Forced orientation;Earliest arrival time;Latest arrival time;Inventory cost;Max stackability
0090016200_14062023002349;0003043102;;0090016200;G014B1;849028902R;ECM---5733;1;1962;1612;1450;321,000;45;GERB--8777_1962_1612;none;202307260000;202307272045;9;100
0090016200_14062023002532;0003043102;;0090016200;G043G;749657053R;SLI---2112;1;1206;1010;1391;83,960;0;GERB--0528_1206_1010;none;202307260000;202307272045;3;100
0090016200_14062023002674;0003043102;;0090016200;G043G;679001622R;ECM---8576;1;1675;1200;1450;190,480;45;GERB--0577_1675_1200;none;202307270000;202307282045;3;100
0090016200_14062023005002;0003043102;;0090016200;G014B1;749021220R;ECM---5743;1;1962;1612;975;423,600;45;GERB--8777_1962_1612;none;202307260000;202307272045;9;100
0090016200_14062023005373;0003043102;;0090016200;G014B1;749020376R;ECM---5743;1;1962;1612;975;420,360;45;GERB--8777_1962_1612;none;202307260000;202307272045;17;100
0090016200_14062023005581;0003043102;;0090016200;G014B1;749027591R;ECM---5743;2;1962;1612;975;423,200;45;GERB--8777_1962_1612;none;202307260000;202307272045;9;100
0090016200_14062023008957;0003043102;;0090016200;G014B1;749027591R;ECM---5743;1;1962;1612;975;423,200;45;GERB--8777_1962_1612;none;202307270000;202307282045;9;100
0090016200_14062023015341;0003043102;;0090016200;G014B1;749026464R;ECM---5743;2;1962;1612;975;428,800;45;GERB--8777_1962_1612;none;202307260000;202307272045;8;100
0090016200_14062023021319;0003043102;;0090016200;G043G;679001622R;ECM---8576;15;1675;1200;1450;190,480;45;GERB--0577_1675_1200;none;202307260000;202307272045;3;100
0090016200_14062023023277;0003043102;;0090016200;G043G;679001622R;ECM---8576;1;1675;1200;1450;190,480;45;GERB--0577_1675_1200;none;202307270000;202307280630;3;100
0090016200_14062023024151;0003043102;;0090016200;G043G;679007378R;ECM---8576;1;1675;1200;1450;186,640;45;GERB--0577_1675_1200;none;202307270000;202307280630;2;100
0090016200_14062023030184;0003043102;;0090016200;G014B1;749025793R;ECM---5743;1;1962;1612;975;367,000;45;GERB--8777_1962_1612;none;202307270000;202307282045;11;100
0090016200_14062023030647;0003043102;;0090016200;G014B1;749021220R;ECM---5743;1;1962;1612;975;423,600;45;GERB--8777_1962_1612;none;202307270000;202307282045;9;100
0090016200_14062023034701;0003043102;;0090016200;G014B1;849021260R;CAR-S-4292;1;2400;1600;550;114,400;30;GERB--6182_2400_1600;none;202307260000;202307272045;9;100
