Id truck;Id stack;Stack code;X origin;Y origin;Z origin;X extremity;Y extremity;Z extremity
P193220605;P193220605_1;A;0;0;0;570;780;909
P193220605;P193220605_2;B;0;1200;0;1000;2400;1455
P193220605;P193220605_3;C;570;0;0;1370;600;1596
P193220605;P193220605_4;D;570;600;0;1370;1200;2632
P193220605;P193220605_5;E;1000;1630;0;1570;2410;1340
P193220605;P193220605_6;F;1370;10;0;1970;810;1596
P193220605;P193220605_7;G;1370;810;0;2170;1410;2632
P193220605;P193220605_8;H;1570;1410;0;2770;2410;2610
P193220605;P193220605_9;I;1970;0;0;2770;600;1078
P193220605;P193220605_10;J;2170;600;0;2770;1400;2632
P193220605;P193220605_11;K;2770;10;0;3770;1210;2835
P193220605;P193220605_12;L;2770;1210;0;3770;2410;2835
P193220605;P193220605_13;M;3770;430;0;4340;1210;1340
P193220605;P193220605_14;N;3770;1210;0;4770;2410;2835
P193220605;P193220605_15;O;4340;0;0;5140;600;560
P193220605;P193220605_16;P;4340;610;0;5140;1210;2114
P193220605;P193220605_17;Q;4770;1810;0;5570;2410;1596
P193220605;P193220605_18;R;5140;0;0;6140;1200;2610
P193220605;P193220605_19;S;5140;1210;0;5940;1810;2114
P193220605;P193220605_20;T;5940;1810;0;6740;2410;2114
P193220605;P193220605_21;U;6140;200;0;6740;1000;1596
P193220605;P193220605_22;V;6140;1000;0;6710;1780;1771
P193220605;P193220605_23;W;6740;0;0;7940;1000;2385
P193220605;P193220605_24;X;6740;1630;0;7310;2410;909
P193220605;P193220605_25;Y;7310;1410;0;8510;2410;2610
P193220605;P193220605_26;Z;7940;600;0;8510;1380;1771
P193220605;P193220605_27;AA;8510;0;0;9310;600;1078
P193220605;P193220605_28;AB;8510;600;0;9080;1380;909
P193220605;P193220605_29;AC;8510;1380;0;9080;2160;478
P193220605;P193220605_30;AD;9080;600;0;9880;1200;2114
P193220605;P193220605_31;AE;9080;1210;0;10080;2410;2385
P193220605;P193220605_32;AF;9310;0;0;10110;600;2114
P193220605;P193220605_33;AG;10080;1410;0;11280;2410;2835
P193220605;P193220605_34;AH;10110;0;0;11120;1206;2625
P193220605;P193220605_35;AI;11120;0;0;11690;780;909
P193220605;P193220605_36;AJ;11120;780;0;11920;1380;2114
P193220605;P193220605_37;AK;11280;1380;0;12480;2380;2610
P193220605;P193220605_38;AL;11690;0;0;12490;600;560
P193220605;P193220605_39;AM;11920;600;0;12490;1380;1340
P193220605;P193220605_40;AN;12490;0;0;13490;1200;2610
P193220605;P193220605_41;AO;12490;1380;0;13090;2180;1078
