Item ident;Supplier code;Supplier dock;Plant code;Plant dock;Product code;Package code;Number of items;Length;Width;Height;Weight;Nesting height;Stackability code;Forced orientation;Earliest arrival time;Latest arrival time;Inventory cost;Max stackability
0090016200_08062023000828;0028879100;;0090016200;G114S;668620451R;SLI---0770;3;1200;1000;975;193,160;45;GERB--1213_1200_1000;none;202307050000;202307211515;3;100
0090016200_08062023001292;0028879100;;0090016200;G094R;776E95703R;CON-S-0130;1;780;570;478;187,200;47;GERB--3195_780_570;widthwise;202307050000;202307211515;6;4
0090016200_08062023001474;0028879100;;0090016200;G094R;764559166R;SLI---0130;1;800;600;560;68,000;42;GERB--0588_800_600;none;202307050000;202307211345;3;100
0090016200_08062023001483;0028879100;;0090016200;G114S;663519440R;CON-S-0130;4;780;570;478;131,700;47;GERB--3195_780_570;widthwise;202307050000;202307211515;4;4
0090016200_08062023003404;0028879100;;0090016200;G094R;651401487R;SLI---2112;1;1206;1010;1185;767,900;0;GERB--0528_1206_1010;none;202307050000;202307211515;38;100
0090016200_08062023003505;0028879100;;0090016200;G094R;732200504R;SLI---0130;1;800;600;560;94,000;42;GERB--0588_800_600;none;202307050000;202307211345;2;100
0090016200_08062023003794;0028879100;;0090016200;G094R;755263918R;SLI---2112;1;1206;1010;485;101,050;0;GERB--0528_1206_1010;none;202307050000;202307211345;8;100
0090016200_08062023004631;0028879100;;0090016200;G094R;755387956R;CON-S-0130;1;780;570;478;108,660;47;GERB--3195_780_570;widthwise;202307050000;202307211345;3;4
0090016200_08062023005415;0028879100;;0090016200;G094R;625924620R;SLI---0130;1;800;600;560;91,560;42;GERB--0588_800_600;none;202307050000;202307211345;3;100
0090016200_08062023005735;0028879100;;0090016200;G094R;732596044R;CON-S-0130;1;780;570;478;180,000;47;GERB--3195_780_570;widthwise;202307050000;202307211515;5;4
0090016200_08062023005999;0028879100;;0090016200;G114S;762358282R;SLI---0130;1;800;600;560;101,600;42;GERB--0588_800_600;none;202307050000;202307211345;2;100
0090016200_08062023007686;0028879100;;0090016200;G094R;502781464R;SLI---0130;2;800;600;560;95,720;42;GERB--0588_800_600;none;202307050000;202307211515;4;100
0090016200_08062023008496;0028879100;;0090016200;G114S;663505030R;SLI---0130;4;800;600;560;133,700;42;GERB--0588_800_600;none;202307050000;202307211515;4;100
0090016200_08062023009351;0028879100;;0090016200;G114S;663390908R;CON-S-0130;3;780;570;478;104,880;47;GERB--3195_780_570;widthwise;202307050000;202307211515;3;4
0090016200_08062023009657;0028879100;;0090016200;G094R;749781671R;SLI---0130;1;800;600;560;275,600;42;GERB--0588_800_600;none;202307050000;202307211345;19;100
0090016200_08062023010988;0028879100;;0090016200;G114S;901251391R;SLI---0601;1;1200;1000;750;203,800;45;GERB--1213_1200_1000;none;202307050000;202307211515;4;100
0090016200_08062023011370;0028879100;;0090016200;G094R;767K62600R;SLI---0770;1;1200;1000;975;711,900;45;GERB--1213_1200_1000;none;202307050000;202307211515;19;100
0090016200_08062023011513;0028879100;;0090016200;G094R;668631658R;SLI---0601;1;1200;1000;750;191,240;45;GERB--1213_1200_1000;none;202307050000;202307211345;5;100
0090016200_08062023012103;0028879100;;0090016200;G094R;668621642R;SLI---0601;2;1200;1000;750;201,600;45;GERB--1213_1200_1000;none;202307050000;202307211515;5;100
0090016200_08062023012414;0028879100;;0090016200;G094R;751C47223R;SLI---0601;1;1200;1000;750;533,080;45;GERB--1213_1200_1000;none;202307050000;202307211345;11;100
0090016200_08062023013443;0028879100;;0090016200;G094R;743D00805R;SLI---0130;1;800;600;560;145,400;42;GERB--0588_800_600;none;202307050000;202307211515;4;100
0090016200_08062023013480;0028879100;;0090016200;G094R;732200504R;SLI---0130;4;800;600;560;94,000;42;GERB--0588_800_600;none;202307050000;202307211515;2;100
0090016200_08062023013498;0028879100;;0090016200;G114S;776E63488R;SLI---0130;1;800;600;560;164,700;42;GERB--0588_800_600;none;202307050000;202307211515;5;100
0090016200_08062023014472;0028879100;;0090016200;G094R;776499979R;SLI---0770;1;1200;1000;975;286,200;45;GERB--1213_1200_1000;none;202307050000;202307211345;5;100
0090016200_08062023014499;0028879100;;0090016200;G094R;745A89643R;SLI---0901;1;1600;1200;750;497,640;45;GERB--1613_1600_1200;none;202307050000;202307211515;10;100
0090016200_08062023014727;0028879100;;0090016200;G094R;668624776R;SLI---0770;1;1200;1000;975;183,150;45;GERB--1213_1200_1000;none;202307050000;202307211345;3;100
0090016200_08062023014805;0028879100;;0090016200;G094R;755387956R;CON-S-0130;2;780;570;478;108,660;47;GERB--3195_780_570;widthwise;202307050000;202307211515;3;4
