Supplier code;Supplier loading order;Supplier dock;Supplier dock loading order;Plant code;Plant dock;Plant dock loading order;Product code;Arrival time;Id truck;Length;Width;Height;Max weight;Stack with multiple docks;Max density;Max weight on the bottom item in stacks;Cost;EMmm;EMmr;CM;CJfm;CJfc;CJfh;EM;EJhr;EJcr;EJeh
0000487266;1;;1;0090016200;G034E;1;285553526R;202307041700;P185291501;13500;2440;2900;24000;0;1500;100000;1500;11500;31500;7808,000;3800;1040;3330;7300,000;7630;2350;1670
0025531901;3;;3;0090016200;G034E;1;550346800R;202307041700;P185291501;13500;2440;2900;24000;0;1500;100000;1500;11500;31500;7808,000;3800;1040;3330;7300,000;7630;2350;1670
0000487266;1;;1;0090016200;G034E;1;284Y66LA6B;202307041700;P185291501;13500;2440;2900;24000;0;1500;100000;1500;11500;31500;7808,000;3800;1040;3330;7300,000;7630;2350;1670
0000487266;1;;1;0090016200;G034E;1;284L04111R;202307041700;P185291501;13500;2440;2900;24000;0;1500;750;1500;11500;31500;7808,000;3800;1040;3330;7300,000;7630;2350;1670
0061188400;2;;2;0090016200;G014B1;2;244105503R;202307041700;P185291501;13500;2440;2900;24000;0;1500;100000;1500;11500;31500;7808,000;3800;1040;3330;7300,000;7630;2350;1670
0000487266;1;;1;0090016200;G034E;1;285552993R;202307041700;P185291501;13500;2440;2900;24000;0;1500;100000;1500;11500;31500;7808,000;3800;1040;3330;7300,000;7630;2350;1670
0025531901;3;;3;0090016200;G034E;1;555226365R;202307041700;P185291501;13500;2440;2900;24000;0;1500;100000;1500;11500;31500;7808,000;3800;1040;3330;7300,000;7630;2350;1670
0000487266;1;;1;0090016200;G034E;1;285559924R;202307041700;P185291501;13500;2440;2900;24000;0;1500;100000;1500;11500;31500;7808,000;3800;1040;3330;7300,000;7630;2350;1670
0000487266;1;;1;0090016200;G034E;1;285550990R;202307041700;P185291501;13500;2440;2900;24000;0;1500;100000;1500;11500;31500;7808,000;3800;1040;3330;7300,000;7630;2350;1670
0000487266;1;;1;0090016200;G034E;1;285551053R;202307041700;P185291501;13500;2440;2900;24000;0;1500;100000;1500;11500;31500;7808,000;3800;1040;3330;7300,000;7630;2350;1670
0025531901;3;;3;0090016200;G034E;1;550367913R;202307041700;P185291501;13500;2440;2900;24000;0;1500;100000;1500;11500;31500;7808,000;3800;1040;3330;7300,000;7630;2350;1670
0000487266;1;;1;0090016200;G034E;1;237109894S;202307041700;P185291501;13500;2440;2900;24000;0;1500;100000;1500;11500;31500;7808,000;3800;1040;3330;7300,000;7630;2350;1670
0025531901;3;;3;0090016200;G034E;1;552413016R;202307041700;P185291501;13500;2440;2900;24000;0;1500;100000;1500;11500;31500;7808,000;3800;1040;3330;7300,000;7630;2350;1670
0000487266;1;;1;0090016200;G034E;1;985103499R;202307041700;P185291501;13500;2440;2900;24000;0;1500;100000;1500;11500;31500;7808,000;3800;1040;3330;7300,000;7630;2350;1670
0025531901;3;;3;0090016200;G034E;1;555235803R;202307041700;P185291501;13500;2440;2900;24000;0;1500;100000;1500;11500;31500;7808,000;3800;1040;3330;7300,000;7630;2350;1670
0000487266;1;;1;0090016200;G034E;1;284L03170R;202307041700;P185291501;13500;2440;2900;24000;0;1500;750;1500;11500;31500;7808,000;3800;1040;3330;7300,000;7630;2350;1670
0000487266;1;;1;0090016200;G034E;1;285552330R;202307041700;P185291501;13500;2440;2900;24000;0;1500;100000;1500;11500;31500;7808,000;3800;1040;3330;7300,000;7630;2350;1670
0000487266;1;;1;0090016200;G034E;1;284Y66LA7B;202307041700;P185291501;13500;2440;2900;24000;0;1500;100000;1500;11500;31500;7808,000;3800;1040;3330;7300,000;7630;2350;1670
0000487266;1;;1;0090016200;G034E;1;285556917R;202307041700;P185291501;13500;2440;2900;24000;0;1500;100000;1500;11500;31500;7808,000;3800;1040;3330;7300,000;7630;2350;1670
0000487266;1;;1;0090016200;G034E;1;285557039R;202307041700;P185291501;13500;2440;2900;24000;0;1500;100000;1500;11500;31500;7808,000;3800;1040;3330;7300,000;7630;2350;1670
0025531901;3;;3;0090016200;G034E;1;550A22429R;202307041700;P185291501;13500;2440;2900;24000;0;1500;100000;1500;11500;31500;7808,000;3800;1040;3330;7300,000;7630;2350;1670
0000487266;1;;1;0090016200;G034E;1;284L07238R;202307041700;P185291501;13500;2440;2900;24000;0;1500;750;1500;11500;31500;7808,000;3800;1040;3330;7300,000;7630;2350;1670
0000487266;1;;1;0090016200;G034E;1;284L09241R;202307041700;P185291501;13500;2440;2900;24000;0;1500;750;1500;11500;31500;7808,000;3800;1040;3330;7300,000;7630;2350;1670
0000487266;1;;1;0090016200;G034E;1;985104729R;202307041700;P185291501;13500;2440;2900;24000;0;1500;100000;1500;11500;31500;7808,000;3800;1040;3330;7300,000;7630;2350;1670
