Id truck;Id stack;Stack code;X origin;Y origin;Z origin;X extremity;Y extremity;Z extremity
P199630901;P199630901_1;A;0;0;0;1000;1200;2835
P199630901;P199630901_2;B;0;1240;0;1000;2440;2835
P199630901;P199630901_3;C;1000;40;0;2000;1240;2835
P199630901;P199630901_4;D;1000;1240;0;2000;2440;2835
P199630901;P199630901_5;E;2000;240;0;3200;1240;2835
P199630901;P199630901_6;F;2000;1240;0;3200;2240;2835
P199630901;P199630901_7;G;3200;40;0;4200;1240;2835
P199630901;P199630901_8;H;3200;1240;0;4200;2440;2835
P199630901;P199630901_9;I;4200;0;0;5200;1200;2835
P199630901;P199630901_10;J;4200;1240;0;5200;2440;2835
P199630901;P199630901_11;K;5200;40;0;6200;1240;2835
P199630901;P199630901_12;L;5200;1240;0;6200;2440;2835
P199630901;P199630901_13;M;6200;240;0;7400;1240;2835
P199630901;P199630901_14;N;6200;1240;0;7400;2240;2835
P199630901;P199630901_15;O;7400;40;0;8400;1240;2835
P199630901;P199630901_16;P;7400;1240;0;8400;2440;2835
P199630901;P199630901_17;Q;8400;0;0;9400;1200;2835
P199630901;P199630901_18;R;8400;1240;0;9400;2440;1905
P199630901;P199630901_19;S;9400;0;0;10400;1200;1905
P199630901;P199630901_20;T;9400;1240;0;10400;2440;1905
P199630901;P199630901_21;U;10400;0;0;11400;1200;1905
P199630901;P199630901_22;V;10400;1240;0;11400;2440;1905
P199630901;P199630901_23;W;11400;0;0;12400;1200;1905
P199630901;P199630901_24;X;11400;1240;0;12400;2440;1905
P199630901;P199630901_25;Y;12400;0;0;13400;1200;1905
P199630901;P199630901_26;Z;12400;1240;0;13400;2440;1905
