Id truck;Id stack;Stack code;X origin;Y origin;Z origin;X extremity;Y extremity;Z extremity
P205069305;P205069305_1;A;0;0;0;2400;1200;2500
P205069305;P205069305_2;B;0;1200;0;2400;2400;1900
P205069305;P205069305_3;C;2400;0;0;4800;1200;1900
P205069305;P205069305_4;D;2400;1240;0;4800;2440;2500
P205069305;P205069305_5;E;4800;40;0;7200;1240;2500
P205069305;P205069305_6;F;4800;1240;0;7200;2440;1900
P205069305;P205069305_7;G;7200;40;0;8400;2440;2855
P205069305;P205069305_8;H;8400;40;0;10800;1240;1900
P205069305;P205069305_9;I;8400;1240;0;10800;2440;2500
P205069305;P205069305_10;J;10800;0;0;13200;1200;2500
P205069305;P205069305_11;K;10800;1240;0;13200;2440;2500
