Item ident;Supplier code;Supplier dock;Plant code;Plant dock;Product code;Package code;Number of items;Length;Width;Height;Weight;Nesting height;Stackability code;Forced orientation;Earliest arrival time;Latest arrival time;Inventory cost;Max stackability
0091017200_08062023000006;0040504301;;0091017200;172PF2;172216UA1A;SLI---0770;6;1200;1000;975;217,240;45;GERB--1213_1200_1000;none;202307170000;202307201700;11;100
0091017200_08062023000010;0040504301;;0091017200;172PF2;172214996R;SLI---0770;5;1200;1000;975;195,292;45;GERB--1213_1200_1000;none;202307180000;202307211700;8;100
0091017200_08062023000015;0040504301;;0091017200;172PF2;172211846R;SLI---0770;3;1200;1000;975;206,600;45;GERB--1213_1200_1000;none;202307170000;202307201700;9;100
0091017200_08062023000023;0040504301;;0091017200;172PF2;172216UA1A;SLI---0770;13;1200;1000;975;217,240;45;GERB--1213_1200_1000;none;202307130000;202307181700;11;100
0091017200_08062023000027;0002717500;;0091017200;172PF2;440106UB0B;SLI---0770;6;1200;1000;975;623,400;45;GERB--1213_1200_1000;none;202307130000;202307181700;55;100
0091017200_08062023000042;0040504301;;0091017200;172PF2;172211846R;SLI---0770;8;1200;1000;975;206,600;45;GERB--1213_1200_1000;none;202307180000;202307211700;9;100
0091017200_08062023000046;0040504301;;0091017200;172PF2;172214996R;SLI---0770;4;1200;1000;975;195,292;45;GERB--1213_1200_1000;none;202307130000;202307181700;8;100
0091017200_08062023000088;0040504301;;0091017200;172PF2;172211659R;SLI---0770;2;1200;1000;975;196,600;45;GERB--1213_1200_1000;none;202307170000;202307201700;9;100
0091017200_08062023000089;0002717500;;0091017200;172PF2;440006UB0B;SLI---0770;6;1200;1000;975;623,400;45;GERB--1213_1200_1000;none;202307130000;202307181700;55;100
0091017200_08062023000096;0002717500;;0091017200;172PF2;440109236R;SLI---0770;1;1200;1000;975;950,875;45;GERB--1213_1200_1000;none;202307130000;202307181700;81;100
0091017200_08062023000098;0040504301;;0091017200;172PF2;172214996R;SLI---0770;2;1200;1000;975;195,292;45;GERB--1213_1200_1000;none;202307170000;202307201700;8;100
0091017200_08062023000105;0040504301;;0091017200;172PF2;172211846R;SLI---0770;6;1200;1000;975;206,600;45;GERB--1213_1200_1000;none;202307130000;202307181700;9;100
0091017200_08062023000114;0040504301;;0091017200;172PF2;172211659R;SLI---0770;2;1200;1000;975;196,600;45;GERB--1213_1200_1000;none;202307130000;202307181700;9;100
0091017200_08062023000116;0002717500;;0091017200;172PF2;440106UB0B;SLI---0770;4;1200;1000;975;623,400;45;GERB--1213_1200_1000;none;202307170000;202307201700;55;100
0091017200_08062023000123;0002717500;;0091017200;172PF2;440006UB0B;SLI---0770;4;1200;1000;975;623,400;45;GERB--1213_1200_1000;none;202307170000;202307201700;55;100
