Item ident;Supplier code;Supplier dock;Plant code;Plant dock;Product code;Package code;Number of items;Length;Width;Height;Weight;Nesting height;Stackability code;Forced orientation;Earliest arrival time;Latest arrival time;Inventory cost;Max stackability
0090016900_14062023001477;0000679301;;0090016900;169GB-20;774330001R;MTEM--5405;1;2400;1200;2000;580,000;45;GERB--0059_2400_1200;none;202307060000;202307112230;7;100
0090016900_14062023006231;0000679301;;0090016900;169GB-20;801008339R;MTEM--4628;3;2000;1200;1460;467,984;45;GERB--0121_2000_1200;none;202307060000;202307112230;8;100
0090016900_14062023007339;0000679301;;0090016900;169GB-20;8200665428;MTEM--4462;1;2400;1200;1620;402,944;45;GERB--0059_2400_1200;none;202307060000;202307112230;6;100
0090016900_14062023007477;0000679301;;0090016900;169GB-20;651006069R;MTEM--5403;1;1200;1200;2200;316,180;45;GERB--0041_1200_1200;none;202307060000;202307112230;4;100
0090016900_14062023009404;0000679301;;0090016900;169GB-20;774330002R;MTEM--5405;1;2400;1200;2000;507,168;45;GERB--0059_2400_1200;none;202307070000;202307120100;7;100
0090016900_14062023013504;0000679301;;0090016900;169GB-20;8200665429;MTEM--5107;1;2400;1200;1800;483,504;45;GERB--0059_2400_1200;none;202307070000;202307120100;6;100
0090016900_14062023019092;0000679301;;0090016900;169GB-20;8200665427;MTEM--4462;1;2400;1200;1620;457,104;45;GERB--0059_2400_1200;none;202307070000;202307122000;5;100
0090016900_14062023021911;0000679301;;0090016900;169GB-20;760335045R;MTEM--4461;1;2400;1200;1900;518,208;45;GERB--0059_2400_1200;none;202307070000;202307120905;6;100
0090016900_14062023022419;0000679301;;0090016900;169GB-20;774330005R;MTEM--5407;1;2200;1200;1760;555,072;45;GERB--0822_2200_1200;none;202307070000;202307120100;6;100
0090016900_14062023027716;0000679301;;0090016900;169GB-20;8200665427;MTEM--4462;1;2400;1200;1620;457,104;45;GERB--0059_2400_1200;none;202307070000;202307120100;5;100
0090016900_14062023029766;0000679301;;0090016900;169GB-20;801010019R;MTEM--4627;3;2000;1200;1460;464,768;45;GERB--0121_2000_1200;none;202307060000;202307112230;8;100
0090016900_14062023032465;0000679301;;0090016900;169GB-20;8200730238;SLI---0130;1;800;600;560;186,800;42;GERB--0588_800_600;none;202307060000;202307112230;11;100
0090016900_14062023033585;0000679301;;0090016900;169GB-20;8200689576;MTEM--4632;1;1800;1200;2340;522,536;45;GERB--0088_1800_1200;none;202307060000;202307112230;10;100
0090016900_14062023035691;0000679301;;0090016900;169GB-20;801010019R;MTEM--4627;4;2000;1200;1460;464,768;45;GERB--0121_2000_1200;none;202307060000;202307112320;8;100
0090016900_14062023037008;0000679301;;0090016900;169GB-20;651006069R;MTEM--5403;1;1200;1200;2200;316,180;45;GERB--0041_1200_1200;none;202307070000;202307120100;4;100
